,0,1
tt1748227,"['Josh Stewart', 'Emma Fitzpatrick', 'Christopher McDonald', 'Lee Tergesen', 'Tim Griffin', 'Andre Royo', 'Randall Archer', 'Shannon Kane', 'Brandon Molale', 'Erin Way', 'Johanna Braddy', 'Michael Nardelli', 'Will Peltz', 'Daniel Sharman', 'Justin Mortelliti']","['nm1577637', 'nm3500747', 'nm0001520', 'nm0855564', 'nm0341377', 'nm0747420', 'nm1313581', 'nm2000144', 'nm0596404', 'nm2338525', 'nm1715189', 'nm1660148', 'nm3816797', 'nm1528476', 'nm2271520']"
tt1772288,"['Al Pacino', 'Annette Bening', 'Jennifer Garner', 'Bobby Cannavale', 'Christopher Plummer', 'Katarina Cas', 'Giselle Eisenberg', 'Melissa Benoist', 'Josh Peck', 'Brian Thomas Smith', 'Scott Lawrence', 'Michael Patrick McGill', 'Kiff VandenHeuvel', 'Nick Offerman', 'Eric Michael Roy']","['nm0000199', 'nm0000906', 'nm0004950', 'nm0134072', 'nm0001626', 'nm1128592', 'nm5338034', 'nm2552034', 'nm0669681', 'nm1705502', 'nm0493013', 'nm1042946', 'nm0888654', 'nm0644406', 'nm3977890']"
tt11641040,"[""Elena D'Amario"", 'Emma Marrone', 'Virginio Simonelli']","['nm9791090', 'nm4705424', 'nm11286977']"
tt1801552,"['John Travolta', 'Spencer Rocco Lofranco', 'Kelly Preston', 'Pruitt Taylor Vince', 'William DeMeo', 'Leo Rossi', 'Chris Kerson', 'Stacy Keach', 'Ashley Drew Fisher', 'Jordan Trovillion', 'Nik Pajic', 'Chris Mulkey', 'Greg Procaccino', 'Donald John Volpenhein', 'Andrew Fiscella']","['nm0000237', 'nm4901642', 'nm0000593', 'nm0898546', 'nm0218318', 'nm0744235', 'nm1651119', 'nm0005078', 'nm2973813', 'nm3561899', 'nm6412766', 'nm0611889', 'nm0698274', 'nm2750299', 'nm0278767']"
tt1588334,"['Jason Segel', 'Ed Helms', 'Susan Sarandon', 'Judy Greer', 'Rae Dawn Chong', 'Steve Zissis', 'Evan Ross', 'Benjamin Brant Bickham', 'Lee Nguyen', 'Tim J. Smith', 'Ernest James', 'Tre Styles', 'Raion Hill', 'Zac Cino', 'Lance E. Nichols']","['nm0781981', 'nm1159180', 'nm0000215', 'nm0339460', 'nm0001044', 'nm1587813', 'nm1963091', 'nm3306041', 'nm4013381', 'nm2869617', 'nm3666990', 'nm3770555', 'nm3904924', 'nm3197937', 'nm0629634']"
tt4645330,"['Rachel Weisz', 'Tom Wilkinson', 'Timothy Spall', 'Andrew Scott', 'Jack Lowden', 'Caren Pistorius', 'Alex Jennings', 'Harriet Walter', 'Mark Gatiss', 'John Sessions', 'Nikki Amuka-Bird', 'Pip Carter', 'Jackie Clune', 'Will Attenborough', 'Max Befort']","['nm0001838', 'nm0929489', 'nm0001758', 'nm0778831', 'nm4110963', 'nm3308569', 'nm0421105', 'nm0910040', 'nm0309693', 'nm0785938', 'nm0025458', 'nm2553988', 'nm0167334', 'nm2139979', 'nm0066654']"
tt0787524,"['Jeremy Irons', 'Dev Patel', 'Malcolm Sinclair', 'Raghuvir Joshi', 'Dhritiman Chatterjee', 'Stephen Fry', 'Arundathi Nag', 'Devika Bhise', 'Pádraic Delaney', 'Toby Jones', 'Jeremy Northam', 'San Shella', 'Richard Cunningham', 'Thomas Bewley', 'Anthony Calf']","['nm0000460', 'nm2353862', 'nm0801674', 'nm3832790', 'nm0154122', 'nm0000410', 'nm1617865', 'nm2457309', 'nm2073546', 'nm0429363', 'nm0000562', 'nm1258483', 'nm3355471', 'nm3582205', 'nm0129882']"
tt1472584,"['Ben Winchell', 'Josh Brener', 'Maria Bello', 'Andy Garcia', 'Ana Villafañe', 'Mike Doyle', 'Phillip DeVona', 'Billy Slaughter', 'Al Mitchell', 'Lawrence Kao', 'Brett Gentile', 'Jahnee Wallace', 'Avis-Marie Barnes', 'Brandon Larracuente', 'Clayton Frey']","['nm3656718', 'nm3091777', 'nm0004742', 'nm0000412', 'nm3544963', 'nm0236451', 'nm0222883', 'nm1551999', 'nm5818222', 'nm2949405', 'nm1654820', 'nm4360783', 'nm0055499', 'nm3837944', 'nm2584164']"
tt2937696,"['Blake Jenner', 'Juston Street', 'Ryan Guzman', 'Tyler Hoechlin', 'Wyatt Russell', 'Glen Powell', 'Temple Baker', 'J. Quinton Johnson', 'Will Brittain', 'Courtney Tailor', 'Taylor Murphy', 'Christina Burdette', 'Zoey Deutch', 'Sophia Ali', 'Austin Amelio']","['nm4296357', 'nm5319167', 'nm4554428', 'nm0388382', 'nm0751518', 'nm1412974', 'nm6792155', 'nm7604558', 'nm4311291', 'nm6857017', 'nm4139368', 'nm2964950', 'nm3614913', 'nm1496115', 'nm3994184']"
tt1985017,"['Diedrich Bader', 'Jason Beghe', 'Jordana Capra', 'Jennifer Cortese', 'Rebecca Dunn', 'Patrick Fabian', 'Mel Fair', 'Kip Gilman', 'Martin Grey', 'Arye Gross', 'Michael Gross', 'Bug Hall', 'Alexa Hamilton', 'Amy Hedrick', 'Kevin M. Horton']","['nm0046033', 'nm0000892', 'nm0135589', 'nm2226390', 'nm4978434', 'nm0264579', 'nm1292126', 'nm0319445', 'nm0340628', 'nm0343325', 'nm0343447', 'nm0355379', 'nm0357714', 'nm2193516', 'nm2431639']"
tt2752688,"['Gael García Bernal', 'Kim Bodnia', 'Dimitri Leonidas', 'Haluk Bilginer', 'Shohreh Aghdashloo', 'Golshifteh Farahani', 'Claire Foy', 'Amir El-Masry', 'Nasser Faris', 'Kambiz Hosseini', 'Numan Acar', 'Ayman Sharaiha', 'Zeid Kattan', 'Ali Elayan', 'Nidal Ali']","['nm0305558', 'nm0091035', 'nm0503059', 'nm0082211', 'nm0013037', 'nm0267042', 'nm2946516', 'nm5011084', 'nm0267503', 'nm4275468', 'nm1485637', 'nm6261079', 'nm6896630', 'nm4629973', 'nm6896631']"
tt1411664,"['Nick Swardson', 'Christina Ricci', 'Don Johnson', 'Stephen Dorff', 'Ido Mosseri', 'Kevin Nealon', 'Edward Herrmann', 'Miriam Flynn', 'Mario Joyner', 'Tyler Spindel', 'Meredith Giangrande', 'Nicholas Turturro', 'Mary Pat Gleason', 'Jackie Sandler', 'Dana Goodman']","['nm0841910', 'nm0000207', 'nm0000467', 'nm0001151', 'nm1504979', 'nm0005265', 'nm0001346', 'nm0283565', 'nm0431660', 'nm2634746', 'nm1599867', 'nm0878155', 'nm0322325', 'nm0864490', 'nm1232532']"
tt1491044,"['Michael Shannon', 'Winona Ryder', 'Chris Evans', 'Ray Liotta', 'David Schwimmer', 'Danny A. Abeckaser', 'John Ventimiglia', ""Ryan O'Nan"", 'McKaley Miller', 'Megan Sherrill', 'James Franco', 'Stephen Dorff', 'Hector Hugo', 'Robert Davi', 'Zoran Radanovich']","['nm0788335', 'nm0000213', 'nm0262635', 'nm0000501', 'nm0001710', 'nm1595523', 'nm0893247', 'nm1645352', 'nm3591790', 'nm4848790', 'nm0290556', 'nm0001151', 'nm1525913', 'nm0001108', 'nm1319918']"
tt1441953,"['Alicia Vikander', 'Taron Egerton', 'Colin Morgan', 'Dominic West', 'Emily Watson', 'Kit Harington', 'Joanna Scanlan', 'Miranda Richardson', 'Rachel Redford', 'Nicholas Farrell', 'Daisy Waterstone', 'Nicholas Le Prevost', 'Anna Chancellor', 'Teresa Churcher', 'Xavier Atkins']","['nm2539953', 'nm5473782', 'nm2959880', 'nm0922035', 'nm0001833', 'nm3229685', 'nm0768936', 'nm0001669', 'nm6197342', 'nm0268297', 'nm6258273', 'nm0494549', 'nm0151250', 'nm0161409', 'nm4865547']"
tt4158096,"['Enzo Cilenti', 'Sam Riley', 'Michael Smiley', 'Brie Larson', 'Cillian Murphy', 'Armie Hammer', 'Sharlto Copley', 'Babou Ceesay', 'Noah Taylor', 'Jack Reynor', 'Mark Monero', 'Patrick Bergin', 'Sara Dee', 'Tom Davis']","['nm0162281', 'nm0727165', 'nm0806968', 'nm0488953', 'nm0614165', 'nm2309517', 'nm1663205', 'nm1959501', 'nm0852965', 'nm2930503', 'nm0597853', 'nm0000920', 'nm0214223', 'nm4269084']"
tt1554091,"['Demián Bichir', ""Eddie 'Piolin' Sotelo"", 'Joaquín Cosio', 'José Julián', 'Nancy Lenehan', 'Gabriel Chavarria', 'Bobby Soto', 'Chelsea Rendon', 'Trampas Thompson', 'Tim Griffin', 'Valorie Hubbard', 'Dolores Heredia', 'Isabella Rae Thomas', 'Carlos Linares', 'Robert Peters']","['nm0065007', 'nm1655358', 'nm1370408', 'nm1214509', 'nm0501802', 'nm2474632', 'nm2925352', 'nm0719371', 'nm0860812', 'nm0341377', 'nm0399237', 'nm0378855', 'nm3632073', 'nm1648652', 'nm0676649']"
tt1285309,"['David Duchovny', 'Demi Moore', 'Amber Heard', 'Benjamin Hollingsworth', 'Gary Cole', 'Glenne Headly', 'Lauren Hutton', 'Chris Williams', 'Christine Evangelista', 'Robert Pralgo', 'Tiffany Morgan', 'Joe Narciso', 'Ric Reitz', 'L. Warren Young', 'Hayes Mercure']","['nm0000141', 'nm0000193', 'nm1720028', 'nm2618951', 'nm0170550', 'nm0000444', 'nm0001381', 'nm0930282', 'nm2237471', 'nm1128418', 'nm1390793', 'nm0621292', 'nm0718680', 'nm0949794', 'nm2643745']"
tt1726669,"['Matthew McConaughey', 'Emile Hirsch', 'Juno Temple', 'Thomas Haden Church', 'Gina Gershon', 'Marc Macaulay', 'Gralen Bryant Banks', 'Carol Sutton', 'Danny Epper', 'Jeff Galpin', 'Scott A. Martin', 'Gregory C. Bachaud', 'Charley Vance']","['nm0000190', 'nm0386472', 'nm1017334', 'nm0002006', 'nm0000153', 'nm0531333', 'nm2505507', 'nm0840285', 'nm0258342', 'nm0303316', 'nm0553047', 'nm4262386', 'nm4463494']"
tt2674454,"['Brian Cox', 'Miranda Richardson', 'John Slattery', 'Julian Wadham', 'Richard Durden', 'Ella Purnell', 'Danny Webb', 'Jonathan Aris', 'George Anton', 'Steven Cree', 'James Purefoy', 'Peter Ormond', 'Angela Costello', 'Kevin Findlay', 'Miro Teplitzky']","['nm0004051', 'nm0001669', 'nm0805476', 'nm0905554', 'nm0243983', 'nm3480246', 'nm0916073', 'nm0034877', 'nm0031201', 'nm2189243', 'nm0700856', 'nm2481125', 'nm5633434', 'nm5971152', 'nm5214499']"
tt1777595,"['Skeet Ulrich', 'Christian Kane', 'William Devane', 'Madelyn Deutch', 'Todd Lowe', 'David Atkinson', 'Calvin Borel', 'Bruce Wayne Eckelman', 'Hugo Perez', 'Eloy Casados', 'Tish Rayburn-Miller', 'Jessi Badami', 'Judith Jones', 'Benjamin Glenday', 'Bernardo Saracino']","['nm0000240', 'nm0437283', 'nm0001137', 'nm3614943', 'nm0523067', 'nm0040695', 'nm3470094', 'nm3210344', 'nm1967269', 'nm0142746', 'nm2691147', 'nm1338386', 'nm0428475', 'nm1338961', 'nm3229268']"
tt1372686,"['Gerard Butler', 'Ralph Fiennes', 'Lubna Azabal', 'Ashraf Barhom', 'Zoran Cica', 'Milos Dabic', 'Nicolas Isia', 'Zoran Miljkovic', 'Marija Mogbolu', 'Milan Perovic', 'Nenad Ristic', 'Lawrence Stevenson', 'Marko Stojanovic', 'Tamara Krcunovic', 'Zu Yu Hua']","['nm0124930', 'nm0000146', 'nm0044073', 'nm1678557', 'nm1282711', 'nm4134233', 'nm4084136', 'nm0587546', 'nm4134455', 'nm4134962', 'nm3551986', 'nm3047506', 'nm0831214', 'nm1750464', 'nm4134889']"
tt2345112,"['Marcia Gay Harden', 'Matt Barr', 'Zac Efron', 'Mallory Moye', 'Paul Giamatti', 'Elizabeth Tulloch', 'Ron Livingston', 'Jason Douglas', 'David Harbour', 'James Badge Dale', 'Larry Jack Dotson', 'Austin Nichols', 'Billy Bob Thornton', 'Jonathan Breck', 'Eugene Lee']","['nm0001315', 'nm1204778', 'nm1374980', 'nm3725383', 'nm0316079', 'nm1128780', 'nm0515296', 'nm0235103', 'nm1092086', 'nm0197647', 'nm2202931', 'nm0629538', 'nm0000671', 'nm0106534', 'nm0497247']"
tt2553908,"['Christian Vazquez', 'Kuno Becker', 'Liz Gallardo', 'William Miller', 'Javier Oliván', 'J.C. Montes-Roldan', 'Álvaro García', 'Mauricio Isaac', 'Ginés García Millán', 'Angélica Aragón', 'Mario Zaragoza', 'Daniel Martínez', 'Javier Díaz Dueñas', 'Jorge Luis Moreno', 'Pascacio López']","['nm4089169', 'nm0065493', 'nm0990712', 'nm1188016', 'nm2855540', 'nm3327424', 'nm0306548', 'nm2078557', 'nm0305753', 'nm0032793', 'nm0953344', 'nm0555051', 'nm0246451', 'nm2738630', 'nm2099799']"
tt1183923,"['James Gandolfini', 'Kristen Stewart', 'Melissa Leo', 'Joe Chrest', 'Ally Sheedy', 'Tiffany Coty', 'Eisa Davis', 'Lance E. Nichols', 'Peggy Walton-Walker', 'Sharon Landry', 'Kathy Lamkin', 'Kerry Cahill', 'Ken Hixon', 'Elliott Grey', 'David Jensen']","['nm0001254', 'nm0829576', 'nm0502425', 'nm0159609', 'nm0000639', 'nm2917775', 'nm0204555', 'nm0629634', 'nm0910598', 'nm3163713', 'nm0483541', 'nm2684369', 'nm0387025', 'nm0340561', 'nm0003861']"
tt4254584,"['Jahking Guillory', 'Christopher Meyer', 'Christopher Jordan Wallace', 'Kyndall', 'Just N. Time', 'Rodney Collins', 'Rxchie', 'Joe Njoku-Obi', 'Mistah F.A.B.', 'Zinnia Vilce', 'Lamont Johnson', 'Kofi Siriboe', 'Destini Huston', 'Michael Smith Jr.', 'Mahershala Ali']","['nm5795819', 'nm3487329', 'nm3246926', 'nm3596637', 'nm3362767', 'nm11282273', 'nm9820307', 'nm11282274', 'nm2972636', 'nm11282276', 'nm0425594', 'nm2492243', 'nm3174130', 'nm11282277', 'nm0991810']"
tt1247667,"['Adrien Brody', 'Sean Marquette', 'Matt Bush', 'Colin Hanks', 'Adhir Kalyan', 'Mykelti Williamson', 'Michael Chiklis', 'Luis Chávez', 'Max Van Ville', 'Brett Kelly', 'Joseph Julian Soria', 'George Back', 'Alicia Sixtos', 'Andrew Wilson', 'Camille Mana']","['nm0004778', 'nm0549826', 'nm1926948', 'nm0004988', 'nm2290876', 'nm0932112', 'nm0004821', 'nm0161670', 'nm1426298', 'nm0962260', 'nm1928515', 'nm1197104', 'nm1992474', 'nm0932992', 'nm1026120']"
tt1210039,"['Emily Alyn Lind', 'Natalie Alyn Lind', 'Michael Rooker', 'Lee Norris', 'Ricky Schroder', 'Nick Searcy', 'Omar Benson Miller', 'Michael May', 'Susan Walters', 'Lela Rochon', 'Gattlin Griffith', 'Gregory Alan Williams', 'Nate Parker', 'Milauna Jackson', 'Mike Pniewski']","['nm3014840', 'nm2480636', 'nm0740264', 'nm0635851', 'nm0005401', 'nm0780678', 'nm0589077', 'nm2729847', 'nm0910376', 'nm0005375', 'nm1072959', 'nm0930707', 'nm1676649', 'nm1040389', 'nm0687772']"
tt1247662,"['Alexis Bledel', 'Scott Porter', 'Bryan Greenberg', 'Colin Egglesfield', 'Aaron Yoo', 'Andrew Stewart-Jones', 'Eric Thal', 'Andrew McCarthy', 'Sarah Glendening', 'Ursula Abbott', 'Kathy Searle', 'Anna Chlumsky', 'Jessalyn Wanlim', 'Ed Wheeler', 'Michael Simeoni']","['nm0088127', 'nm2187603', 'nm1034965', 'nm1148573', 'nm1683094', 'nm1959206', 'nm0856908', 'nm0000530', 'nm2262265', 'nm1471513', 'nm1617220', 'nm0001043', 'nm1801838', 'nm0923815', 'nm1707375']"
tt0887732,"['Margherita Buy', 'Antonio Albanese', 'Giuseppe Battiston', 'Alba Rohrwacher', 'Carla Signoris', 'Fabio Troiano', 'Paolo Sassanelli', 'Arnaldo Ninchi', 'Teco Celio', 'Antonio Carlo Francini', 'Carlo Scola', 'Alberto Giusta', 'Orietta Notari', 'Nicoletta Maragno', 'Arianna Comes']","['nm0125540', 'nm0016263', 'nm0061484', 'nm2130040', 'nm0797544', 'nm0873365', 'nm0765924', 'nm0632424', 'nm0148081', 'nm2800635', 'nm2865503', 'nm0321387', 'nm2801412', 'nm0544775', 'nm2798985']"
tt2325977,"['Nicole Kidman', 'Joseph Fiennes', 'Hugo Weaving', 'Lisa Flanagan', 'Meyne Wyatt', 'Maddison Brown', 'Nicholas Hamilton', 'Jim Russell', 'Sean Keenan', 'Bronwyn Penrith', 'Trangi J. Speedy-Coe', 'Morgan Junor-Larwood', 'Chris Pattinson', 'Reef Ireland', 'Martin Dingle Wall']","['nm0000173', 'nm0001212', 'nm0915989', 'nm1013376', 'nm4784035', 'nm2054816', 'nm5640595', 'nm0751231', 'nm2407067', 'nm2717252', 'nm7806676', 'nm5492631', 'nm0778966', 'nm3581307', 'nm0227657']"
tt3074732,"['Ingvar Sigurdsson', 'Charlotte Bøving', 'Johann Pall Oddson', 'Kristbjörg Kjeld', 'Steinn Ármann Magnússon', 'Halldóra Geirharðsdóttir', 'Helgi Björnsson', 'Vilborg Halldórsdóttir', 'Kash Erden Baater', 'Juris Zablockis', 'Ikor Lezhenko', 'Atli Rafn Sigurðsson', 'Kjartan Ragnarsson', 'Sigríður María Egilsdóttir', 'Juan Camilo Román Estrada']","['nm0797614', 'nm0100628', 'nm7242421', 'nm0457999', 'nm0536425', 'nm0311995', 'nm0084875', 'nm1539379', 'nm6971202', 'nm7242422', 'nm7242423', 'nm0797583', 'nm1945021', 'nm5823635', 'nm5823636']"
tt3202120,"['Lambert Wilson', 'Franck Dubosc', 'Florence Foresti', 'Guillaume de Tonquédec', 'Lionel Abelanski', 'Jérôme Commandeur', 'Sophie Duez', 'Lysiane Meis', 'Valérie Crouzet', 'Lucas Lavaine', 'Corentin Lavaine', 'Stéphane De Groodt', 'Philippe Laudenbach', 'Julie Engelbrecht', 'Marc Fayet']","['nm0933727', 'nm0239498', 'nm1566456', 'nm0211956', 'nm0008506', 'nm1569942', 'nm0240309', 'nm0577011', 'nm0189508', 'nm3017516', 'nm3017592', 'nm1024183', 'nm0490734', 'nm0257187', 'nm0269702']"
tt3352390,"['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan', 'Brooke Markham', 'Sean Marquette', 'Liesl Ahlers', 'Shashawnee Hall', 'Susan Danford', 'Lee Raviv', 'Nicholas Pauling', 'David Butler', 'Julian Katz', 'Kiano Janse van Rensburg', 'Dorothy Ann Gould']","['nm1486317', 'nm0608440', 'nm1269733', 'nm2694584', 'nm6964082', 'nm0549826', 'nm5553616', 'nm0356101', 'nm0199447', 'nm5953245', 'nm2322286', 'nm0124880', 'nm6964087', 'nm6964088', 'nm0332366']"
tt1376195,"['Paul Gross', 'Sienna Guillory', 'Dustin Milligan', 'Tyler Mane', 'Callum Keith Rennie', 'Graham Greene', 'Jay Brazeau', 'Michael Eklund', 'Alex Zahara', 'Jody Racicot', 'Shawn Campbell', 'Paul Coeur', 'Melody B. Choi', 'Tseng Chang', 'Laura Bertram']","['nm0343472', 'nm0347149', 'nm1682420', 'nm0541932', 'nm0719678', 'nm0001295', 'nm0106319', 'nm1002664', 'nm0951912', 'nm0705156', 'nm1341268', 'nm0168803', 'nm3569542', 'nm0874908', 'nm0078324']"
tt1602620,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud', 'William Shimell', 'Ramón Agirre', 'Rita Blanco', 'Carole Franck', 'Dinara Drukarova', 'Laurent Capelluto', 'Jean-Michel Monroc', 'Suzanne Schmidt', 'Damien Jouillerot', 'Walid Afkir']","['nm0004462', 'nm0728938', 'nm0001376', 'nm1225096', 'nm1468516', 'nm0013741', 'nm0087324', 'nm0290420', 'nm0238506', 'nm0135084', 'nm1046196', 'nm2929563', 'nm1114325', 'nm0012715']"
tt5074352,"['Aamir Khan', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Sakshi Tanwar', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Ritvik Sahore', 'Girish Kulkarni', 'Ravi Aneja', 'Anurag Arora', 'Mahesh Balraj', 'Vivan Bhatena', 'Anmol Charan', 'Karamveer Choudhary']","['nm0451148', 'nm0760778', 'nm7621667', 'nm2799219', 'nm6269780', 'nm7621668', 'nm7621669', 'nm5057209', 'nm2971390', 'nm8624891', 'nm3189957', 'nm5129212', 'nm1875257', 'nm8664806', 'nm7998145']"
tt1017451,"['Kristen Stewart', 'Dakota Fanning', 'Michael Shannon', 'Stella Maeve', 'Scout Taylor-Compton', 'Alia Shawkat', 'Riley Keough', 'Johnny Lewis', ""Tatum O'Neal"", 'Brett Cullen', 'Hannah Marks', 'Jill Andre', 'Ray Porter', 'Kiaya Snow', 'Allie Grant']","['nm0829576', 'nm0266824', 'nm0788335', 'nm1886524', 'nm0174021', 'nm0790057', 'nm2142336', 'nm0507381', 'nm0001575', 'nm0191442', 'nm2000954', 'nm0028149', 'nm0692255', 'nm3353310', 'nm1872782']"
tt1527186,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Alexander Skarsgård', 'Brady Corbet', 'Cameron Spurr', 'Charlotte Rampling', 'Jesper Christensen', 'John Hurt', 'Stellan Skarsgård', 'Udo Kier', 'Kiefer Sutherland', 'James Cagnard', 'Deborah Fronko', 'Charlotta Miller', 'Claire Miller']","['nm0000379', 'nm0001250', 'nm0002907', 'nm1227232', 'nm3999508', 'nm0001648', 'nm0159802', 'nm0000457', 'nm0001745', 'nm0001424', 'nm0000662', 'nm0128555', 'nm3364187', 'nm2024499', 'nm5631259']"
tt2176013,"['Katrina Kaif', 'Shah Rukh Khan', 'Anushka Sharma', 'Anupam Kher', 'Rishi Kapoor', 'Julia St John', 'Neetu Singh', 'Susan Fordham', 'Sarika', 'Sharib Hashmi', 'Laura Bernardeschi', 'Andrew Bicknell', 'Vic Waghorn', 'Paul Blackwell', 'Varun Thakur']","['nm1229940', 'nm0451321', 'nm3087728', 'nm0451600', 'nm0438501', 'nm0820653', 'nm0802183', 'nm4893364', 'nm0045136', 'nm3192510', 'nm5904446', 'nm0081070', 'nm4880315', 'nm0085944', 'nm5022186']"
tt1198101,"['Hrithik Roshan', 'Anand Tiwari', 'Kangana Ranaut', 'Steven Michael Quezada', 'Bárbara Mori', 'Kabir Bedi', 'Luce Rains', 'Nicholas Brown', 'Yuri Suri', 'Dave Colon', 'Ivan Brutsche', 'Camme Tyla', 'Clark Sanchez', 'Madhuri Bhatia', 'Ronald Robert Hamilton']","['nm0004335', 'nm2945270', 'nm2144007', 'nm2366374', 'nm0605224', 'nm0001934', 'nm0366890', 'nm0114344', 'nm1905056', 'nm2287032', 'nm2001754', 'nm3690094', 'nm0760923', 'nm0080293', 'nm2554665']"
tt2975578,"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Kiele Sanchez', 'Zoë Soul', 'Justina Machado', 'John Beasley', 'Jack Conley', 'Noel Gugliemi', 'Castulo Guerra', 'Michael Kenneth Williams', 'Edwin Hodge', 'LaKeith Stanfield', 'Roberta Valderrama', 'Niko Nicotera']","['nm0342029', 'nm0252238', 'nm1472917', 'nm0760989', 'nm2954703', 'nm0532461', 'nm0064040', 'nm0174780', 'nm0346595', 'nm0346003', 'nm0931324', 'nm0388064', 'nm3147751', 'nm0883595', 'nm1294002']"
tt4361050,"['Annalise Basso', 'Elizabeth Reaser', 'Lulu Wilson', 'Henry Thomas', 'Parker Mack', 'Halle Charlton', 'Alexis G. Zall', 'Doug Jones', 'Kate Siegel', 'Sam Anderson', 'Chelsea Gonzalez', 'Lincoln Melcher', 'Nicholas Keenan', 'Michael Weaver', 'Ele Keats']","['nm2399383', 'nm0714147', 'nm5157662', 'nm0001794', 'nm3915884', 'nm3977272', 'nm5359536', 'nm0427964', 'nm2318089', 'nm0027402', 'nm3748393', 'nm5576756', 'nm5938574', 'nm0915919', 'nm0444185']"
tt8155288,"['Jessica Rothe', 'Israel Broussard', 'Phi Vu', 'Suraj Sharma', 'Sarah Yarkin', 'Rachel Matthews', 'Ruby Modine', 'Steve Zissis', 'Charles Aitken', 'Laura Clifton', 'Missy Yager', 'Jason Bayle', 'Caleb Spillyards', 'Jimmy Gonzales', 'Peter Jaymes Jr.']","['nm1557329', 'nm3441152', 'nm7059572', 'nm4139037', 'nm4712111', 'nm7847287', 'nm4384329', 'nm1587813', 'nm2531628', 'nm0166756', 'nm0944886', 'nm4320647', 'nm3710906', 'nm1281943', 'nm7101705']"
tt0086465,"['Denholm Elliott', 'Dan Aykroyd', 'Maurice Woods', 'Richard D. Fisher Jr.', 'Jim Gallagher', 'Anthony DiSabatino', 'Bonnie Behrend', 'Sunnie Merrill', 'James Newell', 'Mary St. John', 'Bonnie Tremena', 'David Schwartz', 'Ralph Bellamy', 'Don Ameche', 'Tom Degidon']","['nm0001186', 'nm0000101', 'nm0940705', 'nm0279351', 'nm0302403', 'nm0228261', 'nm0067013', 'nm0581333', 'nm0627804', 'nm0820664', 'nm0872000', 'nm0777191', 'nm0000897', 'nm0000747', 'nm0214743']"
tt1878870,"['Hailee Steinfeld', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick', 'Woody Harrelson', 'Hayden Szeto', 'Alexander Calvert', 'Eric Keenleyside', 'Nesta Cooper', 'Daniel Bacon', 'Lina Renna', 'Ava Grace Cooper', 'Christian Michael Cooper', 'Jena Skodje', 'Josh Simpson']","['nm2794962', 'nm4726634', 'nm4296357', 'nm0001718', 'nm0000437', 'nm4861659', 'nm1947611', 'nm0444776', 'nm5050435', 'nm0004028', 'nm6615984', 'nm7661646', 'nm5031540', 'nm5246346', 'nm6897690']"
tt1922612,"['Dianna Agron', 'Chris Colfer', 'Darren Criss', 'Kevin McHale', 'Lea Michele', 'Cory Monteith', 'Heather Morris', 'Amber Riley', 'Naya Rivera', 'Mark Salling', 'Jenna Ushkowitz', 'Harry Shum Jr.', 'Chord Overstreet', 'Ashley Fink', 'Jon Robert Hall']","['nm1872698', 'nm3182094', 'nm2023050', 'nm2389665', 'nm0584951', 'nm1719342', 'nm3529987', 'nm3232025', 'nm0729369', 'nm0758597', 'nm3206118', 'nm1484270', 'nm3432881', 'nm1837701', 'nm0355761']"
tt5479616,"['María Pedraza', 'Pol Monen', 'Natalia Tena', 'Greta Fernández', 'Maria Caballero', 'Paz Muñoz', 'Jorge Silvestre', 'Fran Morales', 'Gustavo Salmerón', 'Antonio Valero', 'Sonia Almarcha', 'Nacho Fresneda', 'Esther Ramos', 'Juli Mira', 'Marta Belenguer']","['nm8061858', 'nm2968673', 'nm1164730', 'nm3036925', 'nm8954229', 'nm8061859', 'nm8954230', 'nm8329876', 'nm0758687', 'nm0884581', 'nm0971346', 'nm1241314', 'nm1367828', 'nm0591939', 'nm0067724']"
tt6423362,"['Yara Shahidi', 'Anais Lee', 'Charles Melton', 'John Leguizamo', 'Gbenga Akinnagbe', 'Miriam A. Hyman', 'Jordan Williams', 'Jake Choi', 'Keong Sim', 'Cathy Shim', 'Shamika Cotton', 'Camrus Johnson', 'Hill Harper', 'Harry Chambarry', 'Tash Neal']","['nm2780578', 'nm4992338', 'nm6217576', 'nm0000491', 'nm1782153', 'nm1974540', 'nm10135715', 'nm4007865', 'nm1692978', 'nm1631397', 'nm1445239', 'nm5531487', 'nm0004991', 'nm1415207', 'nm10963523']"
