,0,1,2,3,4,5,6
tt2034139,['Ed Gass-Donnelly'],nm1424878,"['Damien Chazelle (screenplay)', 'Ed Gass-Donnelly (screenplay)']","['nm3227090', 'nm1424878', 'edits#writers']","['Ashley Bell', 'Julia Garner', 'Spencer Treat Clark']","['nm0068042', 'nm3400186', 'nm0004829']",35
tt0230600,['Alejandro Amenábar'],nm0024622,['Alejandro Amenábar'],['nm0024622'],"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan']","['nm0000173', 'nm0001172', 'nm0001217']",74
tt0770802,['Ron Fricke'],nm0294825,"['Ron Fricke (concept and treatment written by)', 'Mark Magidson (concept and treatment written by)']","['nm0294825', 'nm0536056']","['Balinese Tari Legong Dancers', 'Ni Made Megahadi Pratiwi', 'Puti Sri Candra Dewi']","['nm5530711', 'nm5530700', 'nm5530772']",65
tt1645080,['Gavin Wiesen'],nm1026883,['Gavin Wiesen'],['nm1026883'],"['Freddie Highmore', 'Emma Roberts', 'Michael Angarano']","['nm0383603', 'nm0731075', 'nm0029400']",36
tt0873886,['Kevin Smith'],nm0003620,['Kevin Smith'],['nm0003620'],"['Michael Parks', 'Melissa Leo', 'John Goodman']","['nm0662981', 'nm0502425', 'nm0000422']",50
tt2076220,['Leos Carax'],nm0136021,['Leos Carax (screenplay)'],['nm0136021'],"['Denis Lavant', 'Edith Scob', 'Eva Mendes']","['nm0491777', 'nm0778568', 'nm0578949']",84
tt2910814,['William Eubank'],nm1827931,"['Carlyle Eubank', 'William Eubank']","['nm5673221', 'nm1827931', 'edits#writers']","['Brenton Thwaites', 'Olivia Cooke', 'Beau Knapp']","['nm4154798', 'nm4972453', 'nm3354041']",54
tt1839642,['Arie Posin'],nm1242062,"['Matthew McDuffie', 'Arie Posin']","['nm0568339', 'nm1242062']","['Annette Bening', 'Ed Harris', 'Robin Williams']","['nm0000906', 'nm0000438', 'nm0000245']",51
tt6107548,['Nisha Ganatra'],nm0304091,['Mindy Kaling (screenplay by)'],['nm1411676'],"['Emma Thompson', 'Mindy Kaling', 'John Lithgow']","['nm0000668', 'nm1411676', 'nm0001475']",70
tt4383288,"['Valérie Müller', 'Angelin Preljocaj']",nm2112604,"['Valérie Müller (screenplay)', 'Bastien Vives (book) (as Bastien Vivès)']","['nm2112604', 'nm5373891']","['Anastasia Shevtsova', 'Veronika Zhovnytska', 'Juliette Binoche']","['nm7074188', 'nm8501324', 'nm0000300']",65
tt2403393,['Richard Raymond'],nm1995070,"['Jon Croker (screenplay)', 'Afshin Ghaffarian (based on the life story of)']","['nm1638619', 'nm6523338']","['Freida Pinto', 'Tom Cullen', 'Nazanin Boniadi']","['nm2951768', 'nm3665787', 'nm2258164']",49
tt2893490,['David Gordon Green'],nm0337773,['Paul Brad Logan (as Paul Logan)'],['nm5147161'],"['Al Pacino', 'Holly Hunter', 'Harmony Korine']","['nm0000199', 'nm0000456', 'nm0005101']",56
tt1529572,['David Schwimmer'],nm0001710,"['Andy Bellin', 'Robert Festinger']","['nm1358354', 'nm0275284']","['Clive Owen', 'Catherine Keener', 'Liana Liberato']","['nm0654110', 'nm0001416', 'nm1882929']",60
tt1464580,['Jim Mickle'],nm0585344,"['Nick Damici', 'Jim Mickle']","['nm0198804', 'nm0585344']","['Connor Paolo', 'Nick Damici', 'Kelly McGillis']","['nm1269733', 'nm0198804', 'nm0000534']",66
tt2199543,['Karim Aïnouz'],nm0014694,"['Felipe Bragança', 'Karim Aïnouz']","['nm2369858', 'nm0014694', 'edits#writers']","['Wagner Moura', 'Clemens Schick', 'Jesuíta Barbosa']","['nm0609944', 'nm0771332', 'nm4916455']",64
tt2059171,['Daniel Stamm'],nm0821844,"['David Birke (screenplay by)', 'Daniel Stamm (screenplay by)']","['nm0083547', 'nm0821844', 'edits#writers']","['Mark Webber', 'Devon Graye', 'Tom Bower']","['nm0916406', 'nm1984458', 'nm0101005']",44
tt1719071,['Sam Levinson'],nm0506094,['Sam Levinson'],['nm0506094'],"['Ellen Barkin', 'Ezra Miller', 'Ellen Burstyn']","['nm0000289', 'nm3009232', 'nm0000995']",46
tt1844203,['Ruba Nadda'],nm0618779,['Ruba Nadda'],['nm0618779'],"['Alexander Siddig', 'Joshua Jackson', 'Marisa Tomei']","['nm0796502', 'nm0005045', 'nm0000673']",37
tt0808285,['Dagur Kári'],nm0477597,['Dagur Kári'],['nm0477597'],"['Paul Dano', 'Brian Cox', 'Bill Buell']","['nm0200452', 'nm0004051', 'nm0119144']",40
tt7220754,"['Juuso Laatio', 'Jukka Vidgren']",nm4788566,"['Juuso Laatio', 'Aleksi Puranen']","['nm4788566', 'nm2057348', 'edits#writers']","['Johannes Holopainen', 'Samuli Jaskio', 'Antti Heikkinen']","['nm2921197', 'nm2799791', 'nm6848137']",72
tt1341167,['Christopher Morris (as Chris Morris)'],nm0606439,"['Christopher Morris (as Chris Morris)', 'Sam Bain']","['nm0606439', 'nm1095060', 'edits#writers']","['Will Adamsdale', 'Riz Ahmed', 'Adeel Akhtar']","['nm0011451', 'nm1981893', 'nm2253821']",68
tt1303828,['Peter Stebbings'],nm0824220,['Peter Stebbings'],['nm0824220'],"['Woody Harrelson', 'Kat Dennings', 'Sandra Oh']","['nm0000437', 'nm0993507', 'nm0644897']",57
tt6772950,['Jeff Wadlow'],nm0905592,"['Michael Reisz (screenplay by)', 'Jillian Jacobs (screenplay by)']","['nm0718555', 'nm3273842', 'edits#writers']","['Lucy Hale', 'Tyler Posey', 'Violett Beane']","['nm1423955', 'nm0692677', 'nm6556997']",35
tt4263482,['Robert Eggers'],nm3211470,['Robert Eggers'],['nm3211470'],"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie']","['nm5896355', 'nm0408591', 'nm0225483']",83
tt1072748,"['Michael Spierig (as The Spierig Brothers)', 'Peter Spierig (as The Spierig Brothers)']",nm1294961,"['Tom Vaughan', 'Michael Spierig (as The Spierig Brothers)']","['nm1129343', 'nm1294961', 'edits#writers']","['Helen Mirren', 'Sarah Snook', ""Finn Scicluna-O'Prey""]","['nm0000545', 'nm3512758', 'nm7073477']",28
tt2387433,['Scott Stewart'],nm0829820,['Scott Stewart'],['nm0829820'],"['Keri Russell', 'Jake Brennan', 'Josh Hamilton']","['nm0005392', 'nm3967248', 'nm0357979']",50
tt4103724,['Bethany Ashton Wolf'],nm0039192,"['Bethany Ashton Wolf (screenplay by)', 'Heidi McLaughlin (based on the novel by)']","['nm0039192', 'nm8969126']","['Alex Roe', 'Jessica Rothe', 'Abby Ryder Fortson']","['nm1025139', 'nm1557329', 'nm5338858']",36
tt1305806,['Juan José Campanella'],nm0002728,"['Eduardo Sacheri (screenplay)', 'Juan José Campanella (screenplay)']","['nm3160078', 'nm0002728', 'edits#writers']","['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago']","['nm0201857', 'nm0897845', 'nm0706567']",80
tt6053438,['Paul Schrader'],nm0001707,['Paul Schrader'],['nm0001707'],"['Ethan Hawke', 'Amanda Seyfried', 'Cedric the Entertainer']","['nm0000160', 'nm1086543', 'nm0147825']",85
tt3721936,['Andrea Arnold'],nm0036349,['Andrea Arnold'],['nm0036349'],"['Sasha Lane', 'Shia LaBeouf', 'Riley Keough']","['nm7603745', 'nm0479471', 'nm2142336']",79
tt3859304,['Bryan Buckley'],nm1519252,"['Melissa Rauch', 'Winston Rauch (co-writer)']","['nm1851981', 'nm3440862']","['Melissa Rauch', 'Gary Cole', 'Haley Lu Richardson']","['nm1851981', 'nm0170550', 'nm4726634']",44
tt3103166,['Warren P. Sonoda'],nm1284464,"['Scott Crowell', 'Chris Whaley (inspired by the book']","['nm2027904', 'nm2329814', 'edits#writers']","['Brett Granstaff', 'Lara Jean Chorostecki', 'T.J. McGibbon']","['nm1616666', 'nm1892299', 'nm5972277']",22
tt5001130,['Charles Ferguson'],nm2480587,"['Chad Beck', 'Charles Ferguson']","['nm1556822', 'nm2480587']","['Oscar Isaac', 'Peter Agnefjall', 'Tasso Azevedo']","['nm1209966', 'nm7742907', 'nm7742914']",75
tt2106476,['Thomas Vinterberg'],nm0899121,"['Tobias Lindholm (screenplay)', 'Thomas Vinterberg (screenplay)']","['nm2105585', 'nm0899121']","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']","['nm0586568', 'nm0488917', 'nm5038871']",77
tt1615147,['J.C. Chandor'],nm1170855,['J.C. Chandor'],['nm1170855'],"['Zachary Quinto', 'Stanley Tucci', 'Kevin Spacey']","['nm0704270', 'nm0001804', 'nm0000228']",76
tt2582802,['Damien Chazelle'],nm3227090,['Damien Chazelle'],['nm3227090'],"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist']","['nm1886602', 'nm0799777', 'nm2552034']",88
tt5688932,['Boots Riley'],nm1108556,['Boots Riley'],['nm1108556'],"['LaKeith Stanfield', 'Tessa Thompson', 'Jermaine Fowler']","['nm3147751', 'nm1935086', 'nm1854664']",80
tt1532503,['Mike Mills'],nm0590122,['Mike Mills'],['nm0590122'],"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent']","['nm0000191', 'nm0001626', 'nm0491259']",81
tt4501454,['Lorene Scafaria'],nm1032521,['Lorene Scafaria'],['nm1032521'],"['Susan Sarandon', 'Rose Byrne', 'J.K. Simmons']","['nm0000215', 'nm0126284', 'nm0799777']",68
tt1536044,['Tod Williams'],nm0931095,"['Michael R. Perry (screenplay)', 'Christopher Landon (screenplay)']","['nm0675219', 'nm0484907', 'edits#writers']","['Katie Featherston', 'Micah Sloat', 'Molly Ephraim']","['nm2209370', 'nm2913790', 'nm1454378']",53
tt3832914,['Alex Kendrick'],nm1731937,"['Alex Kendrick', 'Stephen Kendrick']","['nm1731937', 'nm1726854']","['Priscilla C. Shirer', 'T.C. Stallings', 'Karen Abercrombie']","['nm2068185', 'nm3956954', 'nm1620433']",26
tt1922777,['Scott Derrickson'],nm0220600,"['Scott Derrickson', 'C. Robert Cargill']","['nm0220600', 'nm1803036']","['Ethan Hawke', 'Juliet Rylance', 'James Ransone']","['nm0000160', 'nm1628115', 'nm0710447']",53
tt6499752,['Leigh Whannell'],nm1191481,['Leigh Whannell'],['nm1191481'],"['Logan Marshall-Green', 'Melanie Vallejo', 'Steve Danielsen']","['nm1334869', 'nm2177933', 'nm2114889']",67
tt2209418,['Richard Linklater'],nm0000500,"['Richard Linklater', 'Julie Delpy']","['nm0000500', 'nm0000365', 'edits#writers']","['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick']","['nm0000160', 'nm0000365', 'nm2089090']",94
tt4972062,['Mike Birbiglia'],nm1898126,['Mike Birbiglia'],['nm1898126'],"['Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia']","['nm1221047', 'nm1843026', 'nm1898126']",83
tt4034354,"['Dan Kwan (as Daniel Kwan)', 'Daniel Scheinert']",nm3453283,"['Daniel Scheinert', 'Dan Kwan (as Daniel Kwan)']","['nm3215397', 'nm3453283']","['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead']","['nm0200452', 'nm0705356', 'nm0935541']",64
tt2347569,['Noah Baumbach'],nm0000876,"['Noah Baumbach', 'Greta Gerwig']","['nm0000876', 'nm1950086']","['Greta Gerwig', 'Mickey Sumner', 'Adam Driver']","['nm1950086', 'nm2316017', 'nm3485845']",82
tt0878835,['Nicole Holofcener'],nm0392237,['Nicole Holofcener'],['nm0392237'],"['Catherine Keener', 'Oliver Platt', 'Rebecca Hall']","['nm0001416', 'nm0001624', 'nm0356017']",78
tt1462054,"['David Nixon', 'Patrick Doughtie (co-director)']",nm1117098,"['Patrick Doughtie (story and screenplay)', ""Art D'Alessandro""]","['nm3459865', 'nm0194959', 'edits#writers']","['Tanner Maguire', 'Jeffrey Johnson', 'Robyn Lively']","['nm1921310', 'nm1378502', 'nm0001477']",31
tt3099498,['Kevin Smith'],nm0003620,['Kevin Smith'],['nm0003620'],"['Justin Long', 'Michael Parks', 'Haley Joel Osment']","['nm0519043', 'nm0662981', 'nm0005286']",55
tt1667307,['Whit Stillman'],nm0001775,['Whit Stillman (screenplay)'],['nm0001775'],"['Greta Gerwig', 'Adam Brody', 'Analeigh Tipton']","['nm1950086', 'nm0111013', 'nm3006818']",67
tt1640459,['Jason Eisener'],nm2639032,['John Davies'],['nm3851113'],"['Rutger Hauer', 'Pasha Ebrahimi', 'Robb Wells']","['nm0000442', 'nm3395644', 'nm1036211']",55
tt1920849,['Leslye Headland'],nm2853516,"['Leslye Headland (screenplay)', 'Leslye Headland (based on the play by)']","['nm2853516', 'nm2853516']","['Kirsten Dunst', 'Isla Fisher', 'Lizzy Caplan']","['nm0000379', 'nm0279545', 'nm0135221']",53
tt1232776,['Andrea Arnold'],nm0036349,['Andrea Arnold'],['nm0036349'],"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing']","['nm3086235', 'nm1055413', 'nm1663573']",81
tt1855401,"['Tim Heidecker', 'Eric Wareheim']",nm1727367,"['Tim Heidecker', 'Eric Wareheim']","['nm1727367', 'nm1728099', 'edits#writers']","['Tim Heidecker', 'Eric Wareheim', 'Robert Loggia']","['nm1727367', 'nm1728099', 'nm0005162']",40
tt1346961,['Conor McPherson'],nm0574217,"['Conor McPherson (screenplay)', 'Billy Roche (story and screenplay)']","['nm0574217', 'nm0733913']","['Ciarán Hinds', 'Iben Hjejle', 'Aidan Quinn']","['nm0001354', 'nm0005013', 'nm0001644']",67
tt1282046,"['Kate Connor (co-director)', 'Michael Worth (co-director)']",nm0993496,['Kate Connor'],['nm0993496'],"['Eric Stoltz', 'Kate Connor', 'Lyndsy Fonseca']","['nm0000655', 'nm0993496', 'nm0960912']",47
tt0443465,['Chris Evans'],nm0262635,"['Ronald Bass (screenplay) (as Ron Bass)', 'Jen Smolka (screenplay)']","['nm0060103', 'nm2267102', 'edits#writers']","['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick']","['nm0262635', 'nm1404408', 'nm3500747']",31
tt1535616,['Xavier Gens'],nm1164755,"['Karl Mueller', 'Eron Sheean']","['nm2656048', 'nm1142688']","['Lauren German', 'Michael Biehn', 'Milo Ventimiglia']","['nm0314514', 'nm0000299', 'nm0893257']",28
tt1151410,"['Francesca Gregorini', 'Tatiana von Fürstenberg (as Tatiana von Furstenberg)']",nm1036527,"['Tatiana von Fürstenberg (as Tatiana von Furstenberg)', 'Francesca Gregorini']","['nm0902278', 'nm1036527']","['Rooney Mara', 'Georgia King', 'Brie Larson']","['nm1913734', 'nm2415436', 'nm0488953']",40
tt1152822,"['Heidi Ewing', 'Alex Gibney |\n4 more credits\xa0»']",nm1823216,"['Peter Bull', 'Alex Gibney']","['nm0119989', 'nm0316795', 'edits#writers']","['James Ransone', 'Tempestt Bledsoe', 'Melvin Van Peebles']","['nm0710447', 'nm0088144', 'nm0887708']",58
tt1509803,['Leon Ford'],nm1026031,['Leon Ford'],['nm1026031'],"['Ryan Kwanten', 'Maeve Dermody', 'Marshall Napier']","['nm0477127', 'nm0220450', 'nm0621031']",49
tt6512428,['David G. Evans'],nm3686896,"['David G. Evans', 'Cheryl McKay']","['nm3686896', 'nm0570941', 'edits#writers']","['Sarah Drew', 'Justin Bruening', 'Jason George']","['nm0237711', 'nm1472010', 'nm0313464']",53
tt2718492,['Pawel Pawlikowski'],nm0667734,"['Pawel Pawlikowski (screenplay)', 'Rebecca Lenkiewicz (screenplay)']","['nm0667734', 'nm0501947']","['Agata Kulesza', 'Agata Trzebuchowska', 'Dawid Ogrodnik']","['nm0474492', 'nm5531398', 'nm4221607']",91
tt2243537,['Michael Tiddes'],nm1639277,"['Marlon Wayans', 'Rick Alvarez']","['nm0005541', 'nm0023315']","['Marlon Wayans', 'Essence Atkins', 'Marlene Forte']","['nm0005541', 'nm0040591', 'nm0287168']",20
tt2247692,"[""Dinesh D'Souza"", 'John Sullivan']",nm1625338,"[""Dinesh D'Souza"", 'John Sullivan']","['nm1625338', 'nm2769225', 'edits#writers']","['Jay Bastian', 'Joe Biden', 'Cait Brasel']","['nm6272281', 'nm0081182', 'nm4358565']",26
tt2609912,"['Leslie Small', 'Tim Story']",nm0806492,['Kevin Hart'],['nm0366389'],"['Kevin Hart', 'Harry Ratchford', ""Will 'Spank' Horton""]","['nm0366389', 'nm5183398', 'nm3146142']",53
tt1714206,['James Ponsoldt'],nm1242054,"['Scott Neustadter (screenplay)', 'Michael H. Weber (screenplay)']","['nm2354099', 'nm2352210', 'edits#writers']","['Miles Teller', 'Shailene Woodley', 'Kyle Chandler']","['nm1886602', 'nm0940362', 'nm0151419']",82
tt4698684,['Taika Waititi'],nm0169806,"['Taika Waititi (screenplay)', 'Barry Crump (based on the book ""Wild Pork and Watercress"" written by)']","['nm0169806', 'nm0190085', 'edits#writers']","['Sam Neill', 'Julian Dennison', 'Rima Te Wiata']","['nm0000554', 'nm5421877', 'nm0853498']",81
tt0090837,['Jim Wynorski'],nm0691061,"['Jim Wynorski', 'Steve Mitchell']","['nm0691061', 'nm0593746']","['Kelli Maroney', ""Tony O'Dell"", 'Russell Todd']","['nm0549526', 'nm0217251', 'nm0865273']",22
tt1512235,['James Gunn'],nm0348181,['James Gunn'],['nm0348181'],"['Rainn Wilson', 'Ellen Page', 'Liv Tyler']","['nm0933988', 'nm0680983', 'nm0000239']",50
tt1484522,"['Reed Cowan', 'Steven Greenstreet (co-director)']",nm3172825,['Reed Cowan'],['nm3172825'],"['Spencer Jones', 'Tyler Barrick', 'Dustin Lance Black']","['nm3673890', 'nm3667782', 'nm0085257']",55
tt0364725,['Rawson Marshall Thurber'],nm1098493,['Rawson Marshall Thurber'],['nm1098493'],"['Ben Stiller', 'Christine Taylor', 'Vince Vaughn']","['nm0001774', 'nm0852132', 'nm0000681']",55
tt1307926,['Carmen Marrón'],nm3164568,['Carmen Marrón'],['nm3164568'],"['Aimee Garcia', 'Al Bandiero', 'Jossara Jinaro']","['nm0305083', 'nm0051729', 'nm0423099']",44
tt4056738,['Jon Gunn (as Jonathan M. Gunn)'],nm0348197,"['Chuck Konzelman', 'Cary Solomon']","['nm0465484', 'nm0813301']","['Mira Sorvino', 'Sean Astin', 'Alexa PenaVega']","['nm0000227', 'nm0000276', 'nm0891786']",22
tt5717194,['York Alec Shackleton'],nm0787135,['Chuck Hustmyre'],['nm4207379'],"['Guy Pearce', 'Devon Sawa', 'Branscombe Richmond']","['nm0001602', 'nm0001701', 'nm0725079']",34
tt1630036,['Alex Kendrick'],nm1731937,"['Alex Kendrick', 'Stephen Kendrick']","['nm1731937', 'nm1726854']","['Alex Kendrick', 'Ken Bevel', 'Kevin Downes']","['nm1731937', 'nm2848533', 'nm0235948']",42
tt3235888,['David Robert Mitchell'],nm1379002,['David Robert Mitchell'],['nm1379002'],"['Maika Monroe', 'Keir Gilchrist', 'Olivia Luccardi']","['nm2140860', 'nm1507857', 'nm3459140']",83
tt7014006,['Bo Burnham'],nm3102998,['Bo Burnham'],['nm3102998'],"['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson']","['nm3220568', 'nm0357979', 'nm3196216']",89
tt1767382,"['Chris Kentis', 'Laura Lau']",nm0448900,"['Gustavo Hernández (film ""La casa muda"")', 'Laura Lau (screenplay)']","['nm3889354', 'nm0490582', 'edits#writers']","['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens']","['nm0647634', 'nm0872242', 'nm2033731']",49
tt3072482,['Ilya Naishuller'],nm5820154,"['Ilya Naishuller', 'Will Stewart (additional writing by)']","['nm5820154', 'nm0829901']","['Sharlto Copley', 'Tim Roth', 'Haley Bennett']","['nm1663205', 'nm0000619', 'nm2247245']",51
tt1399683,['Debra Granik'],nm0335138,"['Debra Granik (screenplay)', 'Anne Rosellini (screenplay)']","['nm0335138', 'nm1367893', 'edits#writers']","['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt']","['nm2225369', 'nm0370035', 'nm0226813']",90
tt5649144,['Sean Baker'],nm0048918,"['Sean Baker', 'Chris Bergoch']","['nm0048918', 'nm2022341']","['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']","['nm7737419', 'nm8458915', 'nm0000353']",92
tt1645089,['Charles Ferguson'],nm2480587,"['Charles Ferguson', 'Chad Beck (co-writer)']","['nm2480587', 'nm1556822', 'edits#writers']","['Matt Damon', 'Gylfi Zoega', 'Andri Snær Magnason']","['nm0000354', 'nm4968464', 'nm1674617']",88
tt3787590,['Max Joseph'],nm3273000,"['Max Joseph (screenplay)', 'Meaghan Oppenheimer (screenplay)']","['nm3273000', 'nm0649198', 'edits#writers']","['Zac Efron', 'Wes Bentley', 'Emily Ratajkowski']","['nm1374980', 'nm0004747', 'nm1589279']",46
tt3268668,['Jerry Jameson'],nm0417054,"['Brian Bird (screenplay by)', 'Ashley Smith (book)']","['nm0083349', 'nm2053278', 'edits#writers']","['Kate Mara', 'David Oyelowo', 'Mimi Rogers']","['nm0544718', 'nm0654648', 'nm0000211']",36
tt7158430,['Brett Haley'],nm1417640,"['Brett Haley', 'Marc Basch']","['nm1417640', 'nm5303256']","['Nick Offerman', 'Kiersey Clemons', 'Blythe Danner']","['nm0644406', 'nm4169922', 'nm0001100']",65
tt4902904,['Dallas Jenkins'],nm0420817,['Andrea Gyertson Nasfell'],['nm0621665'],"['Brett Dalton', 'Anjelah Johnson-Reyes', 'Neil Flynn']","['nm3474430', 'nm2269297', 'nm0283568']",36
tt3172532,['Marielle Heller'],nm1716636,"['Phoebe Gloeckner (novel)', 'Marielle Heller (screenplay)']","['nm6390963', 'nm1716636']","['Bel Powley', 'Alexander Skarsgård', 'Kristen Wiig']","['nm2525790', 'nm0002907', 'nm1325419']",87
tt2692904,['Steven Knight'],nm1140275,['Steven Knight'],['nm1140275'],"['Tom Hardy', 'Olivia Colman', 'Ruth Wilson']","['nm0362766', 'nm1469236', 'nm2235721']",81
tt1518812,['Kelly Reichardt'],nm0716980,['Jonathan Raymond (screenplay) (as Jon Raymond)'],['nm1299680'],"['Michelle Williams', 'Bruce Greenwood', 'Paul Dano']","['nm0931329', 'nm0339304', 'nm0200452']",85
tt2321549,['Jennifer Kent'],nm0448768,['Jennifer Kent'],['nm0448768'],"['Essie Davis', 'Noah Wiseman', 'Daniel Henshall']","['nm0204583', 'nm5231168', 'nm2989873']",86
tt1695994,"['Huck Botko', 'Andrew Gurland']",nm1428204,"['Andrew Gurland', 'Huck Botko']","['nm0348640', 'nm1428204']","['Matt Bennett', 'Zack Pearlman', 'Krysta Rodriguez']","['nm2711305', 'nm3994945', 'nm3106253']",40
tt2474024,['Richard LaGravenese'],nm0481418,"['Jason Robert Brown (based on the musical play by)', 'Richard LaGravenese (screenplay)']","['nm2212346', 'nm0481418']","['Anna Kendrick', 'Jeremy Jordan', 'Tamara Mintz']","['nm0447695', 'nm2921091', 'nm7139651']",60
tt1276105,['Hue Rhodes'],nm2609910,['Hue Rhodes'],['nm2609910'],"['Steve Buscemi', 'Romany Malco', 'Sarah Silverman']","['nm0000114', 'nm0539082', 'nm0798971']",32
tt1763303,['Jonathan Kasdan'],nm0440459,['Jonathan Kasdan'],['nm0440459'],"[""Dylan O'Brien"", 'Britt Robertson', 'Victoria Justice']","['nm3729721', 'nm1429380', 'nm1842439']",55
tt0783532,['Ralph Ziman'],nm0956537,['Ralph Ziman'],['nm0956537'],"['Rapulana Seiphemo', 'Jeffrey Zekele', 'Ronnie Nyakale']","['nm0782648', 'nm2358928', 'nm0638450']",53
tt1462758,['Rodrigo Cortés'],nm0181579,['Chris Sparling'],['nm2133655'],"['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson']","['nm0005351', 'nm0305825', 'nm1746358']",65
