,0,1,2,3,4,5,6
tt1583420,['Tom Hanks'],nm0000158,"['Tom Hanks', 'Nia Vardalos']","['nm0000158', 'nm0889522']","['Tom Hanks', 'Julia Roberts', 'Sarah Mahoney']","['nm0000158', 'nm0000210', 'nm2089529']",41
tt0074285,['Brian De Palma'],nm0000361,"['Stephen King (novel)', 'Lawrence D. Cohen (screenplay)']","['nm0000175', 'nm0169548']","['Sissy Spacek', 'Piper Laurie', 'Amy Irving']","['nm0000651', 'nm0001453', 'nm0001388']",85
tt1137450,['Eli Roth'],nm0744834,"['Joe Carnahan (screenplay by)', 'Brian Garfield (from the novel by)']","['nm0138620', 'nm0307257', 'edits#writers']","['Bruce Willis', ""Vincent D'Onofrio"", 'Elisabeth Shue']","['nm0000246', 'nm0000352', 'nm0000223']",31
tt0758752,['Edward Zwick'],nm0001880,"['Charles Randolph (screenplay)', 'Edward Zwick (screenplay)']","['nm1017488', 'nm0001880', 'edits#writers']","['Jake Gyllenhaal', 'Anne Hathaway', 'Judy Greer']","['nm0350453', 'nm0004266', 'nm0339460']",55
tt2053463,['Steven Soderbergh'],nm0001752,['Scott Z. Burns'],['nm1994243'],"['Rooney Mara', 'Channing Tatum', 'Jude Law']","['nm1913734', 'nm1475594', 'nm0000179']",75
tt2377322,['Scott Derrickson'],nm0220600,"['Scott Derrickson (screenplay)', 'Paul Harris Boardman (screenplay)']","['nm0220600', 'nm0090199', 'edits#writers']","['Eric Bana', 'Edgar Ramírez', 'Olivia Munn']","['nm0051509', 'nm1183149', 'nm1601397']",40
tt2473602,['Tate Taylor'],nm0853238,"['Jez Butterworth (screenplay)', 'John-Henry Butterworth (screenplay)']","['nm0125336', 'nm3890871', 'edits#writers']","['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd']","['nm1569276', 'nm1734700', 'nm0000101']",71
tt4209788,['Aaron Sorkin'],nm0815070,"['Aaron Sorkin (written for the screen by)', 'Molly Bloom (based on the book by)']","['nm0815070', 'nm6591098']","['Jessica Chastain', 'Idris Elba', 'Kevin Costner']","['nm1567113', 'nm0252961', 'nm0000126']",71
tt1195478,['Nicholas Stoller'],nm0831557,"['Jason Segel', 'Nicholas Stoller']","['nm0781981', 'nm0831557']","['Jason Segel', 'Emily Blunt', 'Chris Pratt']","['nm0781981', 'nm1289434', 'nm0695435']",62
tt4537896,['Yann Demange'],nm1312919,"['Andy Weiss', 'Logan Miller']","['nm0918907', 'nm3039088', 'edits#writers']","['Matthew McConaughey', 'Richie Merritt', 'Bel Powley']","['nm0000190', 'nm8822933', 'nm2525790']",59
tt0881320,['Alister Grierson'],nm0340958,"['John Garvin', 'Andrew Wight']","['nm2510763', 'nm1337757', 'edits#writers']","['Rhys Wakefield', 'Allison Cratchley', 'Christopher James Baker']","['nm1973422', 'nm0186563', 'nm0048336']",42
tt2261287,"['Eric Summer (as Éric Summer)', 'Éric Warin |\n2 more credits\xa0»']",nm0838599,"['Eric Summer (original idea) (as Éric Summer)', 'Eric Summer (original story) (as Éric Summer)']","['nm0838599', 'nm0838599', 'edits#writers']","['Elle Fanning', 'Dane DeHaan', 'Carly Rae Jepsen']","['nm1102577', 'nm2851530', 'nm4946551']",48
tt1458175,['Paul Haggis'],nm0353673,"['Paul Haggis (screenplay)', 'Fred Cavayé (screenplay ""Pour elle"")']","['nm0353673', 'nm0146991', 'edits#writers']","['Russell Crowe', 'Elizabeth Banks', 'Liam Neeson']","['nm0000128', 'nm0006969', 'nm0000553']",52
tt6421110,['Babak Najafi'],nm0619836,"['John Stuart Newman (story by)', 'Christian Swegal (story by)']","['nm1433517', 'nm1582836', 'edits#writers']","['Taraji P. Henson', 'Billy Brown', ""Jahi Di'Allo Winston""]","['nm0378245', 'nm0113117', 'nm8091769']",35
tt2364841,['Brad Furman'],nm1026778,"['Brian Koppelman', 'David Levien']","['nm0002718', 'nm0505522']","['Ben Affleck', 'Justin Timberlake', 'Gemma Arterton']","['nm0000255', 'nm0005493', 'nm2605345']",36
tt0089175,['Tom Holland'],nm0276169,['Tom Holland'],['nm0276169'],"['Chris Sarandon', 'William Ragsdale', 'Amanda Bearse']","['nm0001697', 'nm0706619', 'nm0000294']",62
tt5109784,['Darren Aronofsky'],nm0004716,['Darren Aronofsky'],['nm0004716'],"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris']","['nm2225369', 'nm0000849', 'nm0000438']",75
tt2080374,['Danny Boyle'],nm0000965,"['Aaron Sorkin (screenplay)', 'Walter Isaacson (book)']","['nm0815070', 'nm0410596']","['Michael Fassbender', 'Kate Winslet', 'Seth Rogen']","['nm1055413', 'nm0000701', 'nm0736622']",82
tt1017460,['Vincenzo Natali'],nm0622112,"['Vincenzo Natali (screenplay)', 'Antoinette Terry Bryant (screenplay)']","['nm0622112', 'nm2629199', 'edits#writers']","['Adrien Brody', 'Sarah Polley', 'Delphine Chanéac']","['nm0004778', 'nm0001631', 'nm0152035']",66
tt1549920,['Jee-woon Kim (as Kim Jee-woon)'],nm0453518,['Andrew Knauer'],['nm3689973'],"['Arnold Schwarzenegger', 'Forest Whitaker', 'Johnny Knoxville']","['nm0000216', 'nm0001845', 'nm0424216']",54
tt2101341,['Niels Arden Oplev'],nm0649117,['J.H. Wyman'],['nm0437249'],"['Colin Farrell', 'Noomi Rapace', 'Dominic Cooper']","['nm0268199', 'nm0636426', 'nm1002641']",39
tt0844993,['Mike Disa'],nm1918538,"['Cory Edwards (story)', 'Todd Edwards (story)']","['nm0249897', 'nm0250410', 'edits#writers']","['Hayden Panettiere', 'Glenn Close', 'Patrick Warburton']","['nm0659363', 'nm0000335', 'nm0911320']",20
tt1212428,['James Gray'],nm0336695,"['James Gray (written for the screen by)', 'David Grann (based on the book by)']","['nm0336695', 'nm2970418']","['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller']","['nm0402271', 'nm1500155', 'nm1092227']",78
tt3922818,['Peter Chelsom'],nm0155093,"['Allan Loeb (screenplay by)', 'Stewart Schill (story by)']","['nm1615610', 'nm0771609', 'edits#writers']","['Gary Oldman', 'Asa Butterfield', 'Carla Gugino']","['nm0000198', 'nm2633535', 'nm0001303']",33
tt1423894,['Richard J. Lewis'],nm0003557,"['Mordecai Richler (novel)', 'Michael Konyves (screenplay)']","['nm0725006', 'nm0465480']","['Paul Giamatti', 'Rosamund Pike', 'Jake Hoffman']","['nm0316079', 'nm0683253', 'nm0388933']",67
tt6017942,"['Jonathan Baker', 'Josh Baker']",nm5192757,"['Jonathan Baker (based on the short film ""Bag Man"" by)', 'Josh Baker (based on the short film ""Bag Man"" by)']","['nm5192757', 'nm5239466', 'edits#writers']","['Myles Truitt', 'Jack Reynor', 'Dennis Quaid']","['nm8077090', 'nm2930503', 'nm0000598']",35
tt3881784,['David Gordon Green'],nm0337773,"['John Pollono (screenplay by)', 'Jeff Bauman (based on the book ""Stronger"" by)']","['nm0689708', 'nm6646080', 'edits#writers']","['Jake Gyllenhaal', 'Tatiana Maslany', 'Miranda Richardson']","['nm0350453', 'nm1137209', 'nm0001669']",76
tt4463894,['Tim Story'],nm1103162,"['Ernest Tidyman (based upon the character John Shaft from the novel by)', 'Kenya Barris']","['nm0862781', 'nm1244069', 'edits#writers']","['Samuel L. Jackson', 'Jessie T. Usher', 'Richard Roundtree']","['nm0000168', 'nm1900772', 'nm0745780']",40
tt1586752,['Marc Forster'],nm0286975,['Jason Keller'],['nm0445669'],"['Gerard Butler', 'Michelle Monaghan', 'Michael Shannon']","['nm0124930', 'nm1157358', 'nm0788335']",43
tt3576728,"['Khurram H. Alavi', 'Ayman Jamal']",nm6735778,"['Ayman Jamal (story by)', 'Ayman Jamal (screenplay)']","['nm6336449', 'nm6336449', 'edits#writers']","['Adewale Akinnuoye-Agbaje', 'Ian McShane', 'China Anne McClain']","['nm0015382', 'nm0574534', 'nm1942207']",52
tt2231253,['Simon West'],nm0922346,"['William Goldman (based on the novel ""Heat"" by)', 'William Goldman (screenplay by)']","['nm0001279', 'nm0001279']","['Jason Statham', 'Michael Angarano', 'Dominik Garcia']","['nm0005458', 'nm0029400', 'nm0306572']",40
tt2814362,['Frédéric Auburtin'],nm0041474,"['Frédéric Auburtin', 'Jean-Paul Delfino']","['nm0041474', 'nm5604205']","['Sam Neill', 'Tim Roth', 'Fisher Stevens']","['nm0000554', 'nm0000619', 'nm0001770']",1
tt2126235,['Eran Creevy'],nm2123102,"['F. Scott Frazier (screenplay by)', 'Eran Creevy (screenplay by)']","['nm2400444', 'nm2123102', 'edits#writers']","['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins']","['nm0396558', 'nm0428065', 'nm0000164']",33
tt2848292,['Elizabeth Banks'],nm0006969,"['Kay Cannon', 'Mickey Rapkin (based on the book by)']","['nm0134224', 'nm3015467']","['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld']","['nm0447695', 'nm2313103', 'nm2794962']",63
tt6781982,['Malcolm D. Lee'],nm0002700,"['Kevin Hart', 'Harry Ratchford']","['nm0366389', 'nm5183398', 'edits#writers']","['Kevin Hart', 'Tiffany Haddish', 'Rob Riggle']","['nm0366389', 'nm1840504', 'nm1443527']",43
tt2702724,['Ben Falcone'],nm1229520,"['Melissa McCarthy', 'Ben Falcone']","['nm0565250', 'nm1229520', 'edits#writers']","['Melissa McCarthy', 'Kristen Bell', 'Peter Dinklage']","['nm0565250', 'nm0068338', 'nm0227759']",40
tt5439796,['Steven Soderbergh'],nm0001752,['Jules Asner (as Rebecca Blunt)'],['nm0039583'],"['Channing Tatum', 'Adam Driver', 'Daniel Craig']","['nm1475594', 'nm3485845', 'nm0185819']",78
tt4136084,['Stephen Frears'],nm0001241,['Nicholas Martin'],['nm0552842'],"['Meryl Streep', 'Hugh Grant', 'Simon Helberg']","['nm0000658', 'nm0000424', 'nm0374865']",71
tt1398426,['F. Gary Gray'],nm0336620,"['Jonathan Herman (screenplay)', 'Andrea Berloff (screenplay)']","['nm6707680', 'nm0075696', 'edits#writers']","[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell']","['nm6578009', 'nm3659660', 'nm4207146']",72
tt3564472,['Malcolm D. Lee'],nm0002700,"['Erica Rivinoja (story by)', 'Kenya Barris (story by)']","['nm1106214', 'nm1244069', 'edits#writers']","['Regina Hall', 'Queen Latifah', 'Jada Pinkett Smith']","['nm0356021', 'nm0001451', 'nm0000586']",71
tt6359956,"['Jon Lucas', 'Scott Moore']",nm0524190,"['Jon Lucas', 'Scott Moore']","['nm0524190', 'nm0601859']","['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']","['nm0005109', 'nm0068338', 'nm1063517']",42
tt1702439,['Lasse Hallström'],nm0002120,"['Dana Stevens (screenplay)', 'Gage Lansky (screenplay)']","['nm0828342', 'nm5654942', 'edits#writers']","['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders']","['nm2584600', 'nm0241049', 'nm1130627']",34
tt1596363,['Adam McKay'],nm0570912,"['Charles Randolph (screenplay by)', 'Adam McKay (screenplay by)']","['nm1017488', 'nm0570912', 'edits#writers']","['Christian Bale', 'Steve Carell', 'Ryan Gosling']","['nm0000288', 'nm0136797', 'nm0331516']",81
tt1698641,['Miguel Arteta'],nm0037708,"['Rob Lieber (screenplay)', 'Rob Lieber (screen story)']","['nm1464577', 'nm1464577', 'edits#writers']","['Steve Carell', 'Jennifer Garner', 'Ed Oxenbould']","['nm0136797', 'nm0004950', 'nm4590837']",54
tt1204975,['Jon Turteltaub'],nm0005509,['Dan Fogelman'],['nm1557594'],"['Robert De Niro', 'Michael Douglas', 'Morgan Freeman']","['nm0000134', 'nm0000140', 'nm0000151']",48
tt2854926,['Jeff Tomsic'],nm1762961,"['Rob McKittrick (screenplay by)', 'Mark Steilen (screenplay by)']","['nm1301035', 'nm0825356', 'edits#writers']","['Jeremy Renner', 'Ed Helms', 'Jake Johnson']","['nm0719637', 'nm1159180', 'nm2159926']",56
tt1250777,['Matthew Vaughn'],nm0891216,"['Jane Goldman (screenplay)', 'Matthew Vaughn (screenplay)']","['nm0963359', 'nm0891216', 'edits#writers']","['Aaron Taylor-Johnson', 'Nicolas Cage', 'Chloë Grace Moretz']","['nm1093951', 'nm0000115', 'nm1631269']",66
tt1622547,['Ruben Fleischer'],nm0281508,"['Michael Diliberti (screenplay)', 'Michael Diliberti (story)']","['nm2225652', 'nm2225652', 'edits#writers']","['Jesse Eisenberg', 'Danny McBride', 'Nick Swardson']","['nm0251986', 'nm1144419', 'nm0841910']",49
tt2172934,['McG'],nm0629334,"['Adi Hasak (screenplay)', 'Luc Besson (screenplay)']","['nm0367867', 'nm0000108', 'edits#writers']","['Kevin Costner', 'Hailee Steinfeld', 'Connie Nielsen']","['nm0000126', 'nm2794962', 'nm0001567']",40
tt1650554,['Jeff Wadlow'],nm0905592,"['Jeff Wadlow (screenplay)', 'Mark Millar (comic book)']","['nm0905592', 'nm2092839', 'edits#writers']","['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse']","['nm1093951', 'nm1631269', 'nm2395586']",41
tt0365907,['Scott Frank'],nm0291082,"['Lawrence Block (based on the novel by)', 'Scott Frank (written for the screen by)']","['nm0088747', 'nm0291082']","['Liam Neeson', 'Dan Stevens', 'David Harbour']","['nm0000553', 'nm1405398', 'nm1092086']",57
tt1273678,['Brian Levant'],nm0505152,"['Jonathan Bernstein (screenplay)', 'James Greer (screenplay)']","['nm0077080', 'nm0007079', 'edits#writers']","['Jackie Chan', 'Amber Valletta', 'Billy Ray Cyrus']","['nm0000329', 'nm0005520', 'nm0004854']",27
tt1430612,['Camille Delamarre'],nm0216214,"['Luc Besson (screenplay)', 'Luc Besson (screenplay ""Banlieue 13"")']","['nm0000108', 'nm0000108', 'edits#writers']","['Paul Walker', 'David Belle', 'RZA']","['nm0908094', 'nm1042642', 'nm0753526']",40
tt3316948,['Nima Nourizadeh'],nm1294036,['Max Landis'],['nm0484840'],"['Jesse Eisenberg', 'Kristen Stewart', 'Connie Britton']","['nm0251986', 'nm0829576', 'nm0110168']",50
tt1374989,['Burr Steers'],nm0824882,"['Burr Steers (screenplay)', 'Jane Austen (Quirk Books novel)']","['nm0824882', 'nm0000807', 'edits#writers']","['Lily James', 'Sam Riley', 'Jack Huston']","['nm4141252', 'nm0727165', 'nm1658935']",45
tt1018765,['David Gordon Green'],nm0337773,"['Rachel Boynton (suggested by the documentary)', 'Peter Straughan (screenplay)']","['nm1354496', 'nm1661186']","['Sandra Bullock', 'Billy Bob Thornton', 'Anthony Mackie']","['nm0000113', 'nm0000671', 'nm1107001']",53
tt1710396,['Todd Graff'],nm0333804,['Todd Graff'],['nm0333804'],"['Queen Latifah', 'Dolly Parton', 'Keke Palmer']","['nm0001451', 'nm0000573', 'nm1551130']",44
tt1521197,['Roland Emmerich'],nm0000386,['John Orloff'],['nm0650089'],"['Rhys Ifans', 'Vanessa Redgrave', 'David Thewlis']","['nm0406975', 'nm0000603', 'nm0000667']",50
tt1219289,['Neil Burger'],nm1139726,"['Leslie Dixon (screenplay)', 'Alan Glynn (novel)']","['nm0228908', 'nm2982186']","['Bradley Cooper', 'Anna Friel', 'Abbie Cornish']","['nm0177896', 'nm0295484', 'nm0180411']",59
tt2241351,['Jodie Foster'],nm0000149,"['Jamie Linden (screenplay)', 'Alan DiFiore (screenplay)']","['nm1956691', 'nm0223804', 'edits#writers']","['George Clooney', 'Julia Roberts', ""Jack O'Connell""]","['nm0000123', 'nm0000210', 'nm1925239']",55
tt1517489,['Robert Rodriguez'],nm0001675,['Robert Rodriguez'],['nm0001675'],"['Jessica Alba', 'Jeremy Piven', 'Joel McHale']","['nm0004695', 'nm0005315', 'nm0570364']",37
tt0795351,['Christian Alvart'],nm0023355,['Ray Wright'],['nm1242522'],"['Renée Zellweger', 'Ian McShane', 'Jodelle Ferland']","['nm0000250', 'nm0574534', 'nm0272706']",25
tt1974420,['Warren Beatty'],nm0000886,"['Warren Beatty (screenplay by)', 'Warren Beatty (story by)']","['nm0000886', 'nm0000886', 'edits#writers']","['Lily Collins', 'Haley Bennett', 'Taissa Farmiga']","['nm2934314', 'nm2247245', 'nm3920288']",60
tt1598822,['Garry Marshall'],nm0005190,['Katherine Fugate'],['nm0297545'],"['Sarah Jessica Parker', 'Jessica Biel', 'Ashton Kutcher']","['nm0000572', 'nm0004754', 'nm0005110']",22
tt1212450,['John Hillcoat'],nm0384825,"['Nick Cave (screenplay by)', 'Matt Bondurant (based on the book by']","['nm0147022', 'nm2967574']","['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce']","['nm0362766', 'nm0479471', 'nm0001602']",58
tt1972779,['Michael Hoffman'],nm0001355,"['Nicholas Sparks (novel)', 'Will Fetters (screenplay)']","['nm0817023', 'nm3391497', 'edits#writers']","['James Marsden', 'Michelle Monaghan', 'Luke Bracey']","['nm0005188', 'nm1157358', 'nm3478396']",29
tt1486192,['James McTeigue'],nm0574625,"['Hannah Shakespeare', 'Ben Livingston']","['nm1110844', 'nm0515226']","['John Cusack', 'Alice Eve', 'Luke Evans']","['nm0000131', 'nm1404408', 'nm1812656']",44
tt2140379,['Tarsem Singh'],nm0802248,"['Àlex Pastor (as Alex Pastor)', 'David Pastor']","['nm1883612', 'nm0665041']","['Ryan Reynolds', 'Natalie Martinez', 'Matthew Goode']","['nm0005351', 'nm2358540', 'nm0328828']",34
tt1837703,['Bill Condon'],nm0174374,"['Daniel Domscheit-Berg (book)', 'David Leigh (book)']","['nm4240689', 'nm3859582', 'edits#writers']","['Benedict Cumberbatch', 'Daniel Brühl', 'Carice van Houten']","['nm1212722', 'nm0117709', 'nm0396924']",49
tt1747958,['Guillaume Canet'],nm0133899,"['Guillaume Canet (screenplay)', 'James Gray (screenplay)']","['nm0133899', 'nm0336695', 'edits#writers']","['Clive Owen', 'Marion Cotillard', 'Billy Crudup']","['nm0654110', 'nm0182839', 'nm0001082']",45
tt1454029,['Tate Taylor'],nm0853238,"['Tate Taylor (screenplay)', 'Kathryn Stockett (novel)']","['nm0853238', 'nm3543826']","['Emma Stone', 'Viola Davis', 'Octavia Spencer']","['nm1297015', 'nm0205626', 'nm0818055']",62
tt4846340,['Theodore Melfi'],nm0577647,"['Allison Schroeder (screenplay by)', 'Theodore Melfi (screenplay by)']","['nm2284377', 'nm0577647', 'edits#writers']","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe']","['nm0378245', 'nm0818055', 'nm1847117']",74
tt1408253,['Tim Story'],nm1103162,"['Greg Coolidge (screenplay)', 'Jason Mantzoukas (screenplay)']","['nm0177637', 'nm1727621', 'edits#writers']","['Ice Cube', 'Kevin Hart', 'Tika Sumpter']","['nm0001084', 'nm0366389', 'nm1754366']",41
tt0989757,['Lasse Hallström'],nm0002120,"['Jamie Linden (screenplay)', 'Nicholas Sparks (novel)']","['nm1956691', 'nm0817023']","['Channing Tatum', 'Amanda Seyfried', 'Richard Jenkins']","['nm1475594', 'nm1086543', 'nm0420955']",43
tt1047540,['Andy Fickman'],nm0275698,"['Lisa Addario', 'Joe Syracuse']","['nm0011639', 'nm0843467']","['Billy Crystal', 'Bette Midler', 'Marisa Tomei']","['nm0000345', 'nm0000541', 'nm0000673']",36
tt1411238,['Ivan Reitman'],nm0718645,"['Elizabeth Meriwether (screenplay)', 'Michael Samonek (story) (as Mike Samonek)']","['nm2057975', 'nm0759986', 'edits#writers']","['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline']","['nm0000204', 'nm0005110', 'nm0000177']",50
tt1524137,['Baltasar Kormákur'],nm0466349,"['Aaron Guzikowski (screenplay)', 'Arnaldur Indriðason (film ""Reykjavik-Rotterdam"")']","['nm3360706', 'nm2266689', 'edits#writers']","['Mark Wahlberg', 'Giovanni Ribisi', 'Kate Beckinsale']","['nm0000242', 'nm0000610', 'nm0000295']",51
tt1753383,['Lasse Hallström'],nm0002120,"['W. Bruce Cameron (screenplay by)', 'Cathryn Michon (screenplay by)']","['nm1240326', 'nm0585243', 'edits#writers']","['Josh Gad', 'Dennis Quaid', 'Peggy Lipton']","['nm1265802', 'nm0000598', 'nm0005152']",43
tt1327194,['Scott Hicks'],nm0382956,"['Will Fetters (screenplay)', 'Nicholas Sparks (novel)']","['nm3391497', 'nm0817023']","['Zac Efron', 'Taylor Schilling', 'Blythe Danner']","['nm1374980', 'nm2279940', 'nm0001100']",39
tt1787759,['Tyler Perry'],nm1347153,"['Tyler Perry (based on the stage play by)', 'Tyler Perry (screenplay)']","['nm1347153', 'nm1347153']","['Tyler Perry', 'Loretta Devine', 'Shad Moss']","['nm1347153', 'nm0222643', 'nm0510168']",45
tt2609758,['Tyler Perry'],nm1347153,"['Tyler Perry (screenplay by)', 'Tyler Perry (based on the stage play ""A Madea Christmas"" written by)']","['nm1347153', 'nm1347153']","['Tyler Perry', 'Chad Michael Murray', 'Tika Sumpter']","['nm1347153', 'nm0614877', 'nm1754366']",28
tt1601913,['Joe Carnahan'],nm0138620,"['Joe Carnahan (screenplay)', 'Ian Mackenzie Jeffers (screenplay)']","['nm0138620', 'nm2259451', 'edits#writers']","['Liam Neeson', 'Dermot Mulroney', 'Frank Grillo']","['nm0000553', 'nm0000551', 'nm0342029']",64
tt0435651,['Phillip Noyce'],nm0637518,"['Michael Mitnick (screenplay)', 'Robert B. Weide (screenplay)']","['nm2276729', 'nm0004332', 'edits#writers']","['Brenton Thwaites', 'Jeff Bridges', 'Meryl Streep']","['nm4154798', 'nm0000313', 'nm0000658']",47
tt3530002,['Jonathan Levine'],nm1349522,"['Jonathan Levine (screenplay)', 'Kyle Hunter (screenplay)']","['nm1349522', 'nm3773434', 'edits#writers']","['Joseph Gordon-Levitt', 'Seth Rogen', 'Jillian Bell']","['nm0330687', 'nm0736622', 'nm3255459']",58
tt1322269,['John Wells'],nm0920274,"['Tracy Letts (screenplay)', 'Tracy Letts (play)']","['nm0504832', 'nm0504832']","['Meryl Streep', 'Dermot Mulroney', 'Julia Roberts']","['nm0000658', 'nm0000551', 'nm0000210']",58
tt1647668,['Craig Gillespie'],nm0318916,['Tom McCarthy (screenplay) (as Thomas McCarthy)'],['nm0565336'],"['Jon Hamm', 'Aasif Mandvi', 'Alan Arkin']","['nm0358316', 'nm0541902', 'nm0000273']",56
tt6850820,['Pierre Morel'],nm0603628,['Chad St. John'],['nm3203841'],"['Jennifer Garner', 'John Gallagher Jr.', 'John Ortiz']","['nm0004950', 'nm0302330', 'nm0651159']",29
tt2039393,['Rupert Wyatt'],nm1012501,"['William Monahan (screenplay)', 'James Toback']","['nm1184258', 'nm0864812']","['Mark Wahlberg', 'Jessica Lange', 'John Goodman']","['nm0000242', 'nm0001448', 'nm0000422']",55
tt4824302,['Garry Marshall'],nm0005190,"['Anya Kochoff (screenplay) (as Anya Kochoff Romano)', 'Matthew Walker (screenplay) (as Matt Walker)']","['nm0462525', 'nm0908024', 'edits#writers']","['Jennifer Aniston', 'Kate Hudson', 'Julia Roberts']","['nm0000098', 'nm0005028', 'nm0000210']",18
tt3401882,['Richie Keen'],nm0007193,"['Van Robichaux (screenplay by)', 'Evan Susser (screenplay by)']","['nm2448917', 'nm4105248', 'edits#writers']","['Ice Cube', 'Charlie Day', 'Tracy Morgan']","['nm0001084', 'nm0206359', 'nm0605079']",37
tt1366344,['David Gordon Green'],nm0337773,"['Brian Gatewood', 'Alessandro Tanaka']","['nm2651299', 'nm0848966']","['Jonah Hill', 'Ari Graynor', 'Sam Rockwell']","['nm1706767', 'nm0310966', 'nm0005377']",39
tt2223990,['Ivan Reitman'],nm0718645,"['Scott Rothman', 'Rajiv Joseph']","['nm2744027', 'nm4396670']","['Kevin Costner', 'Chadwick Boseman', 'Jennifer Garner']","['nm0000126', 'nm1569276', 'nm0004950']",54
tt0498381,['F. Javier Gutiérrez'],nm1279573,"['David Loucka (screenplay by)', 'Jacob Estes (screenplay by)']","['nm0521649', 'nm1096524', 'edits#writers']","['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki']","['nm4436761', 'nm1025139', 'nm0301959']",25
tt1270761,['Troy Nixey'],nm2552536,"['Guillermo del Toro (screenplay)', 'Matthew Robbins (screenplay)']","['nm0868219', 'nm0730422', 'edits#writers']","['Katie Holmes', 'Guy Pearce', 'Bailee Madison']","['nm0005017', 'nm0001602', 'nm1933128']",56
tt0480255,['Sylvain White'],nm1234893,"['Peter Berg (screenplay)', 'James Vanderbilt (screenplay)']","['nm0000916', 'nm0888743', 'edits#writers']","['Idris Elba', 'Zoe Saldana', 'Jeffrey Dean Morgan']","['nm0252961', 'nm0757855', 'nm0604742']",44
tt1083452,['Dexter Fletcher'],nm0002077,"['Sean Macaulay (screenplay)', 'Simon Kelton (screenplay)']","['nm2306331', 'nm2035069', 'edits#writers']","['Taron Egerton', 'Hugh Jackman', 'Tom Costello']","['nm5473782', 'nm0413168', 'nm8030441']",54
tt2872750,"['Mark Burton', 'Richard Starzak']",nm0123666,"['Mark Burton', 'Richard Starzak']","['nm0123666', 'nm0326450', 'edits#writers']","['Justin Fletcher', 'John Sparkes', 'Omid Djalili']","['nm1017994', 'nm0816950', 'nm0229084']",81
tt1633356,['David R. Ellis'],nm0254786,"['Will Hayes', 'Jesse Studenberg']","['nm1974551', 'nm3864204']","['Sara Paxton', 'Dustin Milligan', 'Chris Carmack']","['nm0668139', 'nm1682420', 'nm1377001']",22
tt1966359,['Lawrence Sher'],nm0003394,['Justin Malen'],['nm3675159'],"['Owen Wilson', 'Ed Helms', 'Glenn Close']","['nm0005562', 'nm1159180', 'nm0000335']",22
tt2193215,['Ridley Scott'],nm0000631,['Cormac McCarthy'],['nm0565092'],"['Michael Fassbender', 'Penélope Cruz', 'Cameron Diaz']","['nm1055413', 'nm0004851', 'nm0000139']",48
tt2328900,['Josie Rourke'],nm6066050,"['Beau Willimon (screenplay by)', 'John Guy (based on the book ""Queen of Scots']","['nm2802722', 'nm3288103']","['Saoirse Ronan', 'Margot Robbie', 'Jack Lowden']","['nm1519680', 'nm3053338', 'nm4110963']",60
tt0872230,['Wes Craven'],nm0000127,['Wes Craven'],['nm0000127'],"['Max Thieriot', 'John Magaro', 'Denzel Whitaker']","['nm1302735', 'nm1910274', 'nm1091701']",25
tt1291584,"[""Gavin O'Connor""]",nm0640334,"[""Gavin O'Connor (screenplay)"", 'Anthony Tambakis (screenplay)']","['nm0640334', 'nm3294574', 'edits#writers']","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton']","['nm0362766', 'nm0000560', 'nm0249291']",71
tt4622512,"['Jonathan Dayton', 'Valerie Faris']",nm0206760,['Simon Beaufoy'],['nm0064479'],"['Emma Stone', 'Steve Carell', 'Andrea Riseborough']","['nm1297015', 'nm0136797', 'nm2057859']",73
tt1792647,['Andrew Adamson'],nm0011470,['Andrew Adamson'],['nm0011470'],"['Erica Linz', 'Igor Zaripov', 'Lutz Halbhubner']","['nm5000971', 'nm5001551', 'nm1492924']",51
tt2006295,['Patricia Riggen'],nm0726638,"['Mikko Alanne (screenplay)', 'Craig Borten (screenplay)']","['nm1209140', 'nm1258965', 'edits#writers']","['Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche']","['nm0000104', 'nm0763928', 'nm0000300']",55
tt0968264,['Robert Redford'],nm0000602,"['James D. Solomon (as James Solomon)', 'James D. Solomon (story) (as James Solomon)']","['nm0003833', 'nm0003833', 'edits#writers']","['Robin Wright', 'James McAvoy', 'Tom Wilkinson']","['nm0000705', 'nm0564215', 'nm0929489']",55
tt0067800,['Sam Peckinpah'],nm0001603,"['David Zelag Goodman (screenplay)', 'Sam Peckinpah (screenplay)']","['nm0329051', 'nm0001603', 'edits#writers']","['Dustin Hoffman', 'Susan George', 'Peter Vaughan']","['nm0000163', 'nm0001265', 'nm0891092']",73
