,count,imdb_keys,movie_titles,average_domroi,average_worldroi
freedom of choice,1,['tt1985017'],['Atlas Shrugged: Part II'],-0.6663946999999999,-0.6663946999999999
dead son',1,['tt3702652'],['The Other Side of the Door'],-0.3999316,1.5810214
popup card',1,['tt1374992'],['Upside Down'],-0.99795764,-0.47225922
"""character repeating someone else's dialogue""",1,['tt0461336'],['Salvando al Soldado Perez'],-0.6887275555555555,1.0734366666666666
female voyeur,1,['tt1292566'],['How to be Single'],0.2660408918918919,1.7028048648648648
lionsgate,1,['tt1673434'],"['The Twilight Saga: Breaking Dawn, Part 1']",1.2061735921568628,4.40721608627451
lost city,1,['tt1397514'],['Journey 2: The Mysterious Island'],0.3146872151898734,3.0271666075949373
loss of wife,1,['tt4550098'],['Nocturnal Animals'],-0.5260730222222222,0.43994137777777775
truck hijacking,1,['tt2937898'],['A Most Violent Year'],-0.7125433000000001,-0.55765625
waco texas,1,['tt0478304'],['The Tree of Life'],-0.6198381428571429,0.7634807428571428
male male kiss,1,['tt1336608'],['Rock of Ages'],-0.4497341,-0.12811525714285715
female full rear nudity',1,['tt3631112'],['The Girl on the Train'],0.6754452222222223,2.8728492
baseball team,1,['tt1210166'],['Moneyball'],0.51210984,1.2260167
parallel time,1,['tt1541995'],['Snow Flower and the Secret Fan'],-0.7752991666666667,0.8913675
circus act,1,['tt1485796'],['The Greatest Showman'],1.0754782619047618,3.6031613095238084
dragon rider,1,['tt2386490'],['How to Train Your Dragon: The Hidden World'],0.2464480620155039,3.025258007751938
female rivalry,1,['tt5083738'],['The Favourite'],1.2911188666666666,5.274261933333333
hero',1,['tt2513074'],['Billy Lynnâ\x80\x99s Long Halftime Walk'],-0.956538075,-0.24423995
reference to uganda,1,['tt1814621'],['Admission'],0.3851782307692307,0.4410512307692308
nude protest,1,['tt1655460'],['Wanderlust'],-0.4680567692307692,-0.2566174153846154
john lennon character,1,['tt1266029'],['Nowhere Boy'],-0.2392810526315789,3.0974889473684217
college dean of admissions,1,['tt1814621'],['Admission'],0.3851782307692307,0.4410512307692308
boy hero,1,['tt0787474'],['The Boxtrolls'],-0.15271158333333335,0.86577085
chicago bears,1,['tt1578275'],['The Dilemma'],-0.30749585714285715,0.007812357142857143
avant garde',1,['tt4462082'],['Counting'],-0.83252,-0.83252
serum,1,['tt2918436'],['The Lazarus Effect'],4.160314,6.671862
romance with artificial intelligence,1,['tt1798709'],['Her'],0.11166308695652176,1.0940789130434785
based on board game,1,['tt1440129'],['Battleship'],-0.7034845454545454,0.4248987136363636
kentucky derby,1,['tt1777595'],['50 to 1'],-0.8930546,-0.8930546
walkie talkie,1,['tt2387433'],['Dark Skies'],3.976762,6.9154602857142855
summer job,1,['tt1032817'],['Middle of Nowhere'],0.18403,0.18403
comedian,1,['tt5462602'],['The Big Sick'],7.5744934000000015,9.794572
anime',1,['tt1568921'],['Kari gurashi no Arietti'],-0.16554304347826088,5.586786826086956
haunted basement',1,['tt1270761'],"[""Don't Be Afraid of the Dark""]",-0.03813272,0.56505708
fear of open spaces,1,['tt1822311'],['Sparrows Dance'],-0.9851314285714284,-0.9851314285714284
dollmaker,1,['tt5140878'],['Annabelle: Creation'],5.806146733333334,19.358991
bullet time,1,['tt1032751'],"[""The Warrior's Way""]",-0.8650871428571428,-0.7972779761904762
awkward sex,1,['tt1763303'],['The First Time'],-0.9914695,-0.9914695
food allergy,1,['tt0431021'],['The Possession'],2.5093277142857144,4.9232188571428575
nylon leg,1,['tt1139328'],['The Ghost Writer'],-0.6546322444444445,0.4562775777777778
family patriarch,1,['tt4649416'],['Almost Christmas'],1.4744226470588235,1.499618
schadenfreude,1,['tt1698641'],"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",1.391219607142857,2.620688821428572
sequel to prequel',1,['tt2316204'],['Alien: Covenant'],-0.2344120515463917,1.4589819278350515
search for father,1,['tt1399683'],"[""Winter's Bone""]",2.2657515,7.065775500000001
plane crash,1,['tt1809398'],['Unbroken'],0.7790445384615384,1.5158126769230769
live performance',1,['tt1922612'],['Glee: The 3D Concert Movie'],0.31804422222222223,0.9402664444444444
exploding car,1,['tt1764234'],['Killing Them Softly'],-0.0036306,1.6158962
algerian war,1,['tt2936180'],['Loin des hommes'],-0.999307012987013,-0.8596846753246753
gambling',1,['tt2364841'],['Runner Runner'],-0.3561118,1.0170893333333333
backpack,1,['tt2305051'],['Wild'],1.5253570666666667,2.497369533333333
forest',1,['tt4263482'],['The Witch'],6.182487142857143,10.558434285714286
forbidden friendship,1,['tt1816518'],['Ernest et Celestine'],-0.97659504,-0.24988448
aging',1,['tt1454029'],['The Help'],5.78822348,7.52480016
french canadian stereotype,1,['tt1376195'],['Gunless'],-0.9537319191919192,-0.9537319191919192
goth kid,1,['tt1462041'],['Dream House'],-0.5739531999999999,-0.16715668
fake beard and mustache,1,['tt2076220'],['Holy Motors'],-0.8397365,0.05760650000000001
stage makeup,1,['tt1769363'],['The Giant Mechanical Man'],-0.9917822222222222,-0.9917822222222222
heroic dog,1,['tt5314190'],['Sgt. Stubby: An American Hero'],-0.8778286,-0.85416172
raft,1,['tt1212428'],['The Lost City of Z'],-0.7141887,-0.4292725666666667
new job,1,['tt4287320'],['The Circle'],0.13876911111111112,1.2584368888888888
tutor,1,['tt1152398'],['Beastly'],0.6391512352941177,1.2369547058823531
literature on screen,1,['tt0082111'],['Compadres'],0.042591,1.4816813333333334
sucked out an air lock,1,['tt1592525'],['Lockout'],-0.28365675,0.69715245
crashing through a gate,1,['tt4520364'],['Morgan'],-0.510593625,-0.08765175
male female friendship',1,['tt1800246'],['That Awkward Moment'],2.258619375,5.633619375
winchester house,1,['tt1072748'],['Winchester'],6.169090285714287,11.67944
emotional balance,1,['tt0879870'],['Eat Pray Love'],0.3429001666666667,2.44331315
martial arts school,1,['tt1634122'],['Johnny English Reborn'],-0.8131841999999999,2.6586755777777777
spitting,1,['tt2914838'],['R100'],-0.9954625454545456,-0.9954625454545456
valet parking,1,['tt3203528'],['No Good Deed'],2.980578181818182,3.115394696969697
philanderer,1,['tt2378281'],['No se Aceptan Devoluciones'],7.8934412,19.0973232
listening to opera,1,['tt0107818'],['People Like Us'],-0.223013,-0.211408
saying goodbye,1,['tt1714210'],['Weekend'],1.5504842105263157,7.30307894736842
terrier,1,['tt1532503'],['Beginners'],0.809654375,3.4732521875
honda civic,1,['tt1661382'],['Grudge Match'],-0.2548185,0.7451814999999999
tied to a table,1,['tt1711018'],['Pain & Gain'],0.918280423076923,2.125972730769231
war on terror,1,['tt1972571'],['A Most Wanted Man'],0.14919033333333334,1.4045926666666666
solicitor,1,['tt0098672'],['The Woman in Black'],2.6222193333333332,7.597059866666667
spanking threat,1,['tt1403865'],['True Grit'],3.892657285714286,6.20791222857143
minimal cast',1,['tt3882082'],['The Boy'],2.5819556,5.8220952000000015
seal the animal,1,['tt1402488'],['Happy Feet Two'],-0.5258780296296296,0.1700478962962963
french kissing',1,['tt1506999'],['Haywire'],-0.1764175652173913,0.5815086956521739
video call,1,['tt1594972'],['Norm of the North'],-0.05208338888888889,0.6964255555555555
cameraman,1,['tt1486193'],['5 Days of War'],-0.9985434166666668,-0.9926839166666668
water',1,['tt1390411'],['In the Heart of the Sea'],-0.74979242,-0.10306691
home pregnancy test,1,['tt5479616'],['Loving'],-0.14330733333333334,0.43311822222222224
missing teenage girl,1,['tt5690360'],['Slender Man'],2.0564825,4.1723644
troubled marriage,1,['tt2494384'],['Aloft'],-0.99336425,-0.970289
restoring a painting,1,['tt1235189'],['Wild Target'],-0.98633275,-0.33572575
mutilated body,1,['tt1285009'],['The Strangers: Prey at Night'],3.8862944,4.9920102
yitzhak rabin,1,['tt2309788'],['The Gatekeepers'],0.6057020000000001,0.7282053333333334
peter pan character,1,['tt3332064'],['Pan'],-0.7660778666666667,0.010173153333333334
title spoken by character',1,['tt1893256'],['Redemption'],-0.9984049565217392,-0.4089794347826087
menage a trois,1,['tt1856101'],['Blade Runner 2049'],-0.5024099513513514,0.4019319351351352
posing nude',1,['tt4622512'],['Battle of the Sexes'],-0.49445896,-0.26218484
building spaceship,1,['tt2183034'],['Earth to Echo'],1.9949878461538464,2.244195769230769
one night,1,['tt2199571'],['Run All Night'],-0.47076712,0.33923288
sliced in two,1,['tt2802144'],['Kingsman: The Secret Service'],0.3644864255319149,3.3038481276595744
crucifixion,1,['tt0985694'],['Machete'],1.12749168,2.7096776
ex dea agent,1,['tt2312718'],['Homefront'],-0.0837049090909091,1.3497891818181815
college roommate,1,['tt1981677'],['Pitch Perfect'],2.8235937058823533,5.8261380588235285
handshake,1,['tt2358925'],['Unfinished Business'],-0.7080142571428572,-0.6224556857142857
kiowa indian,1,['tt1075747'],['Jonah Hex'],-0.7755932553191489,-0.7654745531914894
villainess played by lead actress,1,['tt6063050'],['Acrimony'],1.1774548,1.3313918
crawling inside a carcass for wamth,1,['tt3074732'],['Hross i oss'],-0.9988106,-0.9988106
time lapse photography,1,['tt2465146'],['And So It Goes'],-0.15773327777777774,-0.004443722222222222
improvisational comedy,1,['tt4972062'],['Donâ\x80\x99t Think Twice'],0.472661,0.472661
"""pregnant woman doesn't know who the father is""",1,['tt1473832'],['Bridget Jonesâ\x80\x99s Baby'],-0.3102912857142857,4.8806482285714266
synthetic drug,1,['tt2872732'],['Lucy'],2.164349,10.4376944
child protagonist',1,['tt3567288'],['The Visit'],12.041221,18.7355632
teenage killer,1,['tt1392170'],['The Hunger Games'],4.10013365,7.4740422375
existentialism,1,['tt0470752'],['Ex Machina'],0.9569977692307692,1.9506455384615384
sex in a shower,1,['tt1758830'],['This is 40'],0.929843,1.577748057142857
praying,1,['tt4337690'],['90 Minutes in Heaven'],-0.0367716,-0.0367716
eclipse,1,['tt1321865'],['Carlos'],-0.9919152222222222,-0.9100470555555557
dying repeatedly,1,['tt1631867'],['Edge of Tomorrow'],-0.4370435056179775,1.0816924494382023
recovery,1,['tt4337690'],['90 Minutes in Heaven'],-0.0367716,-0.0367716
school bullying,1,['tt1396484'],['It'],8.356621371428572,18.927370542857144
rodent,1,['tt2709768'],['The Secret Life of Pets'],3.911791066666667,10.823340453333332
seattle washington,1,['tt4477536'],['Fifty Shades Freed'],0.8255956363636363,5.7518294363636375
miniskirted girl,1,['tt3488710'],['The Walk'],-0.7096804857142858,0.7569172571428572
indonesia',1,['tt5001130'],['Time to Choose'],-0.9916477142857144,-0.9916477142857144
motorcycle car crash,1,['tt1821694'],['RED 2'],-0.3659219047619048,0.6846113690476191
man refuses sex,1,['tt1183923'],['Welcome to the Rileys'],-0.9847143,-0.9644081
black woman white male,1,['tt7137846'],['Breaking In'],6.806765,7.568603333333333
reference to shiva the hindu deity,1,['tt0240200'],['Water & Power'],-0.9290716666666666,-0.9290716666666666
humanoid demon',1,['tt1418377'],"['I, Frankenstein']",-0.706534,0.14731215384615384
crossing oneself,1,['tt1554091'],['A Better Life'],-0.8240748,-0.8115749
camelot,1,['tt1972591'],['King Arthur: Legend of the Sword'],-0.77614248,-0.2021123657142857
quantum physics,1,['tt0485947'],['Mr. Nobody'],-0.9999221075268816,-0.9995214193548388
slasher killer,1,['tt8155288'],['Happy Death Day 2U'],2.1167827777777783,6.131055
human bear relationship',1,['tt3040964'],['The Jungle Book'],1.0800064171428572,4.502025982857143
animal narrator,1,['tt1753383'],['A Dogâ\x80\x99s Purpose'],1.5728756000000002,7.146864999999999
extraterrestrial life,1,['tt5442430'],['Life'],-0.4787237586206897,0.7401666551724138
busking,1,['tt0443465'],['Before We Go'],-0.9876163333333332,-0.8386873333333333
discovery,1,['tt6182908'],['Smallfoot'],0.0405012875,1.6711409625
fiance fiancee relationship',1,['tt1198101'],['Kites'],-0.8168185869565218,0.8646948913043478
supernatural child',1,['tt1935859'],['Miss Peregrineâ\x80\x99s Home for Peculiar Children'],-0.20688332727272726,1.6907897818181818
year 1915,1,['tt3007512'],['The Water Diviner'],-0.8133281333333333,0.3802100888888889
satanic ritual,1,['tt1320244'],['The Last Exorcism'],21.796861111111113,37.98105555555557
black woman,1,['tt7634968'],['What Men Want'],1.73059515,2.49559515
biotechnology,1,['tt1017460'],['Splice'],-0.4329943333333333,-0.04858353333333333
child actor,1,['tt4902904'],['The Resurrection of Gavin Stone'],0.151896,0.151896
saturn the planet,1,['tt0088961'],['Creature'],-0.8896666666666667,-0.8896666666666667
costa rica,1,['tt2364841'],['Runner Runner'],-0.3561118,1.0170893333333333
performing arts school,1,['tt1464174'],"['Big Mommas: Like Father, Like Son']",0.1848566875,1.5728890625
stop motion animation',1,['tt0082186'],['Clash of the Titans'],0.305719104,2.945719104
mathematics,1,['tt0787524'],['The Man Who Knew Infinity'],-0.6122078000000001,0.23821220000000004
flare gun as weapon',1,['tt1134854'],"[""George A. Romero's Survival of the Dead""]",-0.9757761904761904,-0.9757761904761904
world war one',1,['tt0451279'],['Wonder Woman'],1.75042272,4.47422252
interspecies romance,1,['tt5580390'],['The Shape of Water'],2.2748428205128204,9.040553538461538
social issues,1,['tt1817771'],['Freaks of Nature'],-0.9978497575757576,-0.9978497575757576
munchausen syndrome by proxy,1,['tt5001718'],"['Everything, Everything']",2.412114,5.1603136
antisocial behavior',1,['tt1403177'],['Hesher'],-0.9452934285714286,-0.9452934285714286
female female kiss,1,['tt1605630'],['American Reunion'],0.1351767,3.73598422
racial violence,1,['tt1853728'],['Django Unchained'],0.62805434,3.49948323
plan,1,['tt0429493'],['The A-Team'],-0.29798091818181816,0.6112833727272727
female astronaut,1,['tt5442430'],['Life'],-0.4787237586206897,0.7401666551724138
drugstore,1,['tt2325977'],['Strangerland'],-0.9982528,-0.9838903
playing the stock market',1,['tt1219289'],['Limitless'],1.935165,4.761663666666666
basketball',1,['tt1034324'],['The Mighty Macs'],-0.7297234285714286,-0.7297234285714286
stranded on an island,1,['tt0117496'],['Robinson Crusoe'],-0.3841856923076923,2.265111923076923
christmas elf',1,['tt1430607'],['Arthur Christmas'],-0.4533827176470589,0.7613779294117647
anthropomorphic chimpanzee',1,['tt6428676'],['Wonder Park'],-0.54783207,0.15149422
humanoid,1,['tt4520364'],['Morgan'],-0.510593625,-0.08765175
false evidence,1,['tt1764183'],['Arbitrage'],-0.3400355,1.98589275
cloning',1,['tt2488496'],['Star Wars Ep. VII: The Force Awakens'],2.0609876633986928,5.710167385620915
orphanage',1,['tt2702724'],['The Boss'],1.1750882758620689,1.7121450689655169
tinnitus,1,['tt1517451'],['A Star is Born'],4.980246277777779,11.040265861111116
polish german relations,1,['tt1730768'],['The Zookeeperâ\x80\x99s Wife'],-0.12774069999999998,0.31543745
social media,1,['tt3352390'],['Friend Request'],-0.6202951515151515,0.14250858585858586
posthumous cameo,1,['tt4633694'],['Spider-Man: Into The Spider-Verse 3D'],1.1130355,3.1709085333333333
racial slur,1,['tt3371366'],['Transformers: The Last Knight'],-0.4001443179723502,1.7783103225806451
pharmacist,1,['tt2325977'],['Strangerland'],-0.9982528,-0.9838903
diamond',1,['tt2193215'],['The Counselor'],-0.3210514,1.84037336
space colony,1,['tt0100802'],['Total Recall'],-0.528976248,0.6948487040000001
produced by director,1,['tt4266638'],['Krisha'],3.8274,3.8274
prisoner in a car trunk',1,['tt1911644'],['The Call'],3.05252953125,4.4548028125
boxing gym,1,['tt0433035'],['Real Steel'],-0.22306082727272727,1.398912190909091
u.s. air force',1,['tt1133985'],['Green Lantern'],-0.41699414,0.09767746
disgust,1,['tt2096673'],['Inside Out'],1.0369240628571428,3.881348525714286
oil rig,1,['tt1860357'],['Deepwater Horizon'],-0.6061953397435897,-0.2140780512820513
karate,1,['tt0087538'],['The Karate Kid'],3.41479045,7.79437345
empty swimming pool,1,['tt1974419'],['The Neon Demon'],-0.8222501333333333,-0.5253595999999999
year 1940,1,['tt4555426'],['Darkest Hour'],0.8814373333333333,4.026905733333333
marijuana joint,1,['tt1245492'],['This is the End'],2.1709438125,2.95434740625
planned parenthood,1,['tt9024106'],['Unplanned'],2.017936833333333,2.017936833333333
portuguese,1,['tt0490215'],['Silence'],-0.8473080215053763,-0.4897499784946237
ambigram,1,['tt3110958'],['Now You See Me 2'],-0.27693844444444443,2.648055633333333
beanbag shell,1,['tt3862750'],['The Perfect Guy'],2.168190833333333,2.348787
school bus,1,['tt2097298'],"['McFarland, USA']",1.6164867647058825,1.688701411764706
sex in hospital,1,['tt3235888'],['It Follows'],6.3370385,10.6253775
delivery to wrong address,1,['tt2350496'],['The Lunchbox'],1.4891176470588234,6.195
genetic experiment,1,['tt2231461'],['Rampage'],-0.15809805833333335,2.5671356666666667
leather dress,1,['tt2172934'],['3 Days to Kill'],0.09635710714285714,0.391425
pegasus',1,['tt0119282'],['Hercules'],-0.27311386,1.43388614
body suit,1,['tt2381249'],['Mission: Impossibleâ\x80\x94Rogue Nation'],0.3002825133333333,3.59239328
urination',1,['tt1966359'],['Father Figures'],-0.29995024,-0.15846236
scale model,1,['tt3214286'],['Beyond the Brick: A LEGO Brickumentary'],-0.8984690000000001,-0.8984690000000001
atheist,1,['tt1186830'],['Agora'],-0.9911511,-0.4429672571428571
mazda miata,1,['tt9024106'],['Unplanned'],2.017936833333333,2.017936833333333
documentary footage',1,['tt7349662'],['BlacKkKlansman'],2.285022666666667,5.201155666666667
woman in a bathtub',1,['tt2024432'],['Identity Thief'],2.8430548571428567,4.010330799999998
mjolnir,1,['tt0800369'],['Thor'],0.20687082666666667,1.9955107866666664
bisexual lead character,1,['tt1219827'],['Ghost in the Shell'],-0.6312403909090909,0.5264608181818182
economic recession,1,['tt1027718'],['Wall Street 2: Money Never Sleeps'],-0.2503626285714285,0.9633088428571428
space vehicle,1,['tt1411250'],['Riddick'],0.10592460526315788,1.4937831052631578
intellectual property,1,['tt1285016'],['The Social Network'],1.42406735,4.623053375
breaking the fourth wall',1,['tt4191580'],['Meet the Blacks'],9.107857777777776,9.107857777777776
tasered,1,['tt3014666'],['Momsâ\x80\x99 Night Out'],1.0859413999999998,1.1074681999999998
