,0,1,2,3,4,5,6,7,8,9
tt1778304,Paranormal Activity 3,2011,R,1h 23min,"['Horror', 'Mystery', 'Thriller']",21 October 2011,USA,5.8,,
tt2226417,Insidious: Chapter 2,2013,PG-13,1h 46min,"['Horror', 'Mystery', 'Thriller']",13 September 2013,USA,6.6,,
tt1179933,10 Cloverfield Lane,2016,PG-13,1h 43min,"['Action', 'Drama', 'Horror']",11 March 2016,USA,7.2,,
tt4786282,Lights Out,2016,PG-13,1h 21min,"['Drama', 'Horror', 'Mystery']",22 July 2016,USA,6.3,,
tt3567288,The Visit,2015,PG-13,1h 34min,"['Horror', 'Mystery', 'Thriller']",11 September 2015,USA,6.2,,
tt5308322,Happy Death Day,2017,PG-13,1h 36min,"['Horror', 'Mystery', 'Thriller']",13 October 2017,USA,6.5,,
tt2109184,Paranormal Activity 4,2012,R,1h 28min,"['Horror', 'Mystery', 'Thriller']",19 October 2012,USA,4.6,,
tt1204977,Ouija,2014,PG-13,1h 29min,"['Horror', 'Mystery', 'Thriller']",24 October 2014,USA,4.5,,
tt2378281,Instructions Not Included,2013,PG-13,2h 2min,"['Comedy', 'Drama']",6 September 2013,USA,7.5,,
tt4178092,The Gift,2015,R,1h 48min,"['Drama', 'Mystery', 'Thriller']",7 August 2015,USA,7.0,,
tt5462602,The Big Sick,2017,R,2h,"['Comedy', 'Drama', 'Romance']",14 July 2017,USA,7.5,,
tt7958736,Ma,2019,R,1h 39min,"['Horror', 'Mystery', 'Thriller']",31 May 2019,USA,5.6,,
tt2473682,Paranormal Activity: The Marked Ones,2014,R,1h 24min,"['Horror', 'Mystery', 'Thriller']",3 January 2014,USA,5.0,,
tt2388715,Oculus,2013,R,1h 44min,"['Horror', 'Mystery']",11 April 2014,USA,6.5,,
tt0790636,Dallas Buyers Club,2013,R,1h 57min,"['Biography', 'Drama']",22 November 2013,USA,8.0,,
tt8160834,No Escape,2020,1h 28min,"Horror, 
Thriller",['18 September 2020 (USA)'],1h 28min,"Horror, 
Thriller",18 September 2020 (USA),5.4,
tt2918436,The Lazarus Effect,2015,PG-13,1h 23min,"['Horror', 'Mystery', 'Sci-Fi']",27 February 2015,USA,5.2,,
tt1637706,Our Idiot Brother,2011,R,1h 30min,"['Comedy', 'Drama']",26 August 2011,USA,6.4,,
tt1285009,The Strangers: Prey at Night,2018,R,1h 25min,['Horror'],9 March 2018,USA,5.2,,
tt1727388,"The Way, Way Back",2013,PG-13,1h 43min,"['Comedy', 'Drama']",26 July 2013,USA,7.4,,
tt2870612,"As Above, So Below",2014,R,1h 33min,"['Horror', 'Mystery', 'Thriller']",29 August 2014,USA,6.2,,
tt4824308,God's Not Dead 2,2016,PG,2h,['Drama'],1 April 2016,USA,4.4,,
tt3499096,Race,2016,PG-13,2h 14min,"['Biography', 'Drama', 'Sport']",19 February 2016,USA,7.1,,
tt3316960,Still Alice,2014,PG-13,1h 41min,['Drama'],20 February 2015,USA,7.5,,
tt1772240,Apollo 18,2011,PG-13,1h 26min,"['Horror', 'Mystery', 'Sci-Fi']",2 September 2011,USA,5.2,,
tt7388562,"Paul, Apostle of Christ",2018,PG-13,1h 48min,"['Adventure', 'Biography', 'Drama']",23 March 2018,USA,6.6,,
tt2205401,Addicted,2014,R,1h 46min,"['Drama', 'Thriller']",10 October 2014,USA,5.2,,
tt2101441,Spring Breakers,2012,R,1h 34min,"['Crime', 'Drama']",22 March 2013,USA,5.3,,
tt4695012,It Comes at Night,2017,R,1h 31min,"['Horror', 'Mystery']",9 June 2017,USA,6.2,,
tt5646136,Hillary's America: The Secret History of the Democratic Party,2016,PG-13,1h 46min,"['Documentary', 'Biography', 'History']",22 July 2016,USA,5.3,,
tt1691916,Before I Fall,2017,PG-13,1h 38min,"['Drama', 'Fantasy', 'Mystery']",3 March 2017,USA,6.4,,
tt4667094,Fifty Shades of Black,2016,R,1h 32min,['Comedy'],29 January 2016,USA,3.5,,
tt3014666,Moms' Night Out,2014,PG,1h 38min,['Comedy'],9 May 2014,USA,5.4,,
tt1082807,The Belko Experiment,2016,R,1h 29min,"['Horror', 'Thriller']",17 March 2017,USA,6.1,,
tt4871980,The Perfect Match,2016,R,1h 36min,"['Comedy', 'Romance']",11 March 2016,USA,4.9,,
tt8632862,Fahrenheit 11/9,2018,R,2h 8min,['Documentary'],21 September 2018,USA,6.9,,
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010,Not Rated,41min,"['Documentary', 'Short']",2 February 2011,France,6.7,,
tt4337690,90 Minutes in Heaven,2015,PG-13,2h 1min,['Drama'],11 September 2015,USA,4.8,,
tt3216348,Incarnate,2016,PG-13,1h 31min,"['Horror', 'Thriller']",2 December 2016,USA,5.3,,
tt1588337,Des hommes et des dieux,2010,PG-13,2h 2min,"['Drama', 'History']",25 March 2011,USA,7.2,,
tt1412528,Table 19,2017,PG-13,1h 27min,"['Comedy', 'Drama', 'Romance']",3 March 2017,USA,5.8,,
tt4062536,Green Room,2015,R,1h 35min,"['Horror', 'Music', 'Thriller']",13 May 2016,USA,7.0,,
tt5649108,Thoroughbreds,2017,R,1h 32min,"['Comedy', 'Crime', 'Drama']",9 March 2018,USA,6.7,,
tt3702652,The Other Side of the Door,2016,R,1h 36min,['Horror'],4 March 2016,USA,5.3,,
tt1531663,Everything Must Go,2010,R,1h 37min,['Drama'],14 October 2011,UK,6.4,,
tt1216491,Kill the Messenger,2014,R,1h 52min,"['Biography', 'Crime', 'Drama']",9 October 2014,Hungary,6.9,,
tt0935075,Rabbit Hole,2010,PG-13,1h 31min,['Drama'],28 January 2011,USA,7.0,,
tt3614530,Jem and the Holograms,2015,PG,1h 58min,"['Adventure', 'Drama', 'Family']",23 October 2015,USA,4.1,,
tt5247022,Paterson,2016,R,1h 58min,"['Comedy', 'Drama', 'Romance']",28 December 2016,USA,7.4,,
tt2800038,Atlas Shrugged: Who Is John Galt?,2014,PG-13,1h 39min,"['Drama', 'Mystery', 'Sci-Fi']",12 September 2014,USA,4.3,,
tt2388637,Ain't Them Bodies Saints,2013,R,1h 36min,"['Crime', 'Drama', 'Romance']",16 August 2013,USA,6.4,,
tt2402085,Jimi: All Is by My Side,2013,R,1h 58min,"['Biography', 'Drama', 'Music']",24 October 2014,Ireland,5.7,,
tt3813310,Cop Car,2015,R,1h 28min,"['Crime', 'Thriller']",7 August 2015,USA,6.3,,
tt1150947,"Lovely, Still",2008,PG,1h 32min,"['Drama', 'Romance']",27 March 2010,Japan,7.1,,
tt1798243,Rudderless,2014,R,1h 45min,"['Comedy', 'Drama', 'Music']",21 February 2015,Japan,7.5,,
tt1519461,Area 51,2015,R,1h 31min,"['Horror', 'Mystery', 'Sci-Fi']",15 May 2015,USA,4.2,,
tt3612616,Mommy,2014,R,2h 19min,['Drama'],8 October 2014,Belgium,8.1,,
tt1602613,Only God Forgives,2013,R,1h 30min,"['Action', 'Crime', 'Drama']",22 May 2013,France,5.7,,
tt1675192,Take Shelter,2011,R,2h,"['Drama', 'Horror', 'Thriller']",10 November 2011,Croatia,7.4,,
tt3099638,Barfi,2013,1h 45min,"Comedy, 
Romance",['30 August 2013 (India)'],1h 45min,"Comedy, 
Romance",30 August 2013 (India),6.5,
tt1646974,The Names of Love,2010,R,1h 40min,"['Comedy', 'Drama', 'Romance']",24 November 2010,France,7.2,,
tt3464902,The Lobster,2015,R,1h 59min,"['Comedy', 'Drama', 'Romance']",16 October 2015,Ireland,7.2,,
tt0461336,Saving Private Perez,2011,PG-13,1h 45min,"['Adventure', 'Comedy', 'Western']",2 September 2011,USA,5.9,,
tt1653911,Mozart's Sister,2010,Not Rated,2h,"['Biography', 'Drama', 'Music']",9 June 2010,France,6.4,,
tt0808526,Life During Wartime,2009,R,1h 38min,"['Comedy', 'Drama']",16 April 2010,Italy,6.4,,
tt1629705,Blackthorn,2011,R,1h 42min,"['Action', 'Adventure', 'Western']",1 July 2011,Spain,6.5,,
m0002121,,,,,,,,,,
tt0838247,After.Life,2009,R,1h 44min,"['Drama', 'Mystery', 'Thriller']",26 August 2010,Netherlands,5.9,,
tt4686108,Love Beats Rhymes,2017,R,1h 46min,"['Drama', 'Musical']",1 December 2017,USA,5.4,,
tt2295722,Falcon Rising,2014,R,1h 43min,"['Action', 'Adventure', 'Crime']",27 November 2014,Kuwait,5.8,,
tt5574490,Animal Kingdom,,TV-MA,1h,"['Crime', 'Drama']",TV Series,2016– ,8.2,,
tt1134854,Survival of the Dead,2009,R,1h 30min,"['Comedy', 'Drama', 'Horror']",6 May 2010,Germany,4.9,,
tt3181822,The Boy Next Door,2015,R,1h 31min,"['Horror', 'Thriller']",23 January 2015,USA,4.7,,
tt1065073,Boyhood,2014,R,2h 45min,['Drama'],15 August 2014,USA,7.9,,
tt0842926,The Kids Are All Right,2010,R,1h 46min,"['Comedy', 'Drama', 'Romance']",30 July 2010,USA,7.0,,
tt2828996,A Haunted House 2,2014,R,1h 26min,"['Comedy', 'Fantasy']",18 April 2014,USA,4.7,,
tt2034139,The Last Exorcism 2,2013,PG-13,1h 28min,"['Horror', 'Thriller']",1 March 2013,USA,4.0,,
tt0230600,The Others,2001,PG-13,1h 44min,"['Horror', 'Mystery', 'Thriller']",10 August 2001,USA,7.6,,
tt0770802,Samsara,2011,PG-13,1h 42min,"['Documentary', 'Music']",23 August 2012,Germany,8.5,,
tt1645080,The Art of Getting By,2011,PG-13,1h 23min,"['Drama', 'Romance']",17 June 2011,USA,6.6,,
tt0873886,Red State,2011,R,1h 28min,"['Action', 'Crime', 'Horror']",30 September 2011,UK,6.2,,
tt2076220,Holy Motors,2012,Not Rated,1h 55min,"['Drama', 'Fantasy']",4 July 2012,France,7.1,,
tt2910814,The Signal,2014,PG-13,1h 37min,"['Drama', 'Mystery', 'Sci-Fi']",10 July 2014,Germany,6.1,,
tt1839642,The Face of Love,2013,PG-13,1h 32min,"['Drama', 'Mystery', 'Romance']",25 October 2013,Spain,6.2,,
m0330687,,,,,,,,,,
tt6107548,Late Night,2019,R,1h 42min,"['Comedy', 'Drama']",14 June 2019,USA,6.5,,
tt4383288,"Polina, danser sa vie",2016,1h 48min,Drama,['16 November 2016 (France)'],1h 48min,Drama,16 November 2016 (France),6.7,
tt2403393,Desert Dancer,2014,PG-13,1h 44min,"['Biography', 'Drama', 'Music']",22 April 2016,UK,6.2,,
tt2893490,Manglehorn,2014,PG-13,1h 37min,['Drama'],3 June 2015,France,5.6,,
tt1529572,Trust,2010,R,1h 46min,"['Crime', 'Drama', 'Thriller']",28 April 2011,Israel,6.9,,
tt1464580,Stake Land,2010,R,1h 38min,"['Drama', 'Horror', 'Sci-Fi']",17 June 2011,Ireland,6.5,,
tt2199543,Futuro Beach,2014,Unrated,1h 46min,"['Drama', 'Romance']",27 February 2015,USA,6.4,,
tt2059171,13 Sins,2014,R,1h 33min,"['Horror', 'Thriller']",11 April 2014,Poland,6.3,,
tt1719071,Another Happy Day,2011,R,1h 59min,"['Comedy', 'Drama']",8 December 2011,Greece,6.1,,
tt1844203,Inescapable,2012,R,1h 33min,"['Action', 'Drama', 'Mystery']",14 August 2014,United Arab Emirates,5.2,,
tt1056477,Down for Life,2009,R,1h 32min,['Drama'],2 May 2010,USA,6.4,,
tt0808285,The Good Heart,2009,R,1h 39min,"['Comedy', 'Drama']",17 March 2010,France,6.9,,
tt7220754,Heavy Trip,2018,1h 32min,"Comedy, 
Music",['9 March 2018 (Finland)'],1h 32min,"Comedy, 
Music",9 March 2018 (Finland),7.0,
tt1341167,Four Lions,2010,R,1h 37min,"['Comedy', 'Crime', 'Drama']",7 May 2010,UK,7.3,,
tt1303828,Defendor,2009,R,1h 41min,"['Comedy', 'Crime', 'Drama']",13 May 2010,Brazil,6.8,,
tt6772950,Truth or Dare,2018,PG-13,1h 40min,"['Horror', 'Thriller']",13 April 2018,USA,5.2,,
tt4263482,The VVitch: A New-England Folktale,2015,R,1h 32min,"['Drama', 'Horror', 'Mystery']",19 February 2016,USA,6.9,,
tt1072748,Winchester,2018,PG-13,1h 39min,"['Biography', 'Drama', 'Fantasy']",2 February 2018,USA,5.4,,
tt2387433,Dark Skies,2013,PG-13,1h 37min,"['Horror', 'Sci-Fi', 'Thriller']",22 February 2013,USA,6.3,,
tt4103724,Forever My Girl,2018,PG,1h 48min,"['Drama', 'Music', 'Romance']",19 January 2018,USA,6.7,,
tt1305806,The Secret in Their Eyes,2009,R,2h 9min,"['Drama', 'Mystery', 'Romance']",21 May 2010,USA,8.2,,
tt6053438,First Reformed,2017,R,1h 53min,"['Drama', 'Mystery', 'Thriller']",18 May 2018,USA,7.1,,
tt2592094,Believe,,TV-14,43min,"['Drama', 'Fantasy', 'Sci-Fi']",TV Series,2014,7.1,,
tt3721936,American Honey,2016,R,2h 43min,"['Drama', 'Romance']",14 October 2016,UK,7.0,,
tt3859304,The Bronze,2015,R,1h 40min,"['Comedy', 'Drama', 'Sport']",18 March 2016,USA,6.1,,
tt3103166,The Masked Saint,2016,PG-13,1h 45min,"['Action', 'Biography', 'Crime']",22 January 2016,Canada,4.7,,
tt5001130,Time to Choose,2015,Not Rated,1h 40min,['Documentary'],3 June 2016,USA,7.2,,
tt2106476,The Hunt,2012,R,1h 55min,['Drama'],10 January 2013,Denmark,8.3,,
tt1615147,Margin Call,2011,R,1h 47min,"['Drama', 'Thriller']",29 September 2011,Germany,7.1,,
tt2582802,Whiplash,2014,R,1h 46min,"['Drama', 'Music']",15 October 2014,Philippines,8.5,,
tt5688932,Sorry to Bother You,2018,R,1h 52min,"['Comedy', 'Fantasy', 'Sci-Fi']",13 July 2018,USA,6.9,,
tt1532503,Beginners,2010,R,1h 45min,"['Comedy', 'Drama', 'Romance']",9 June 2011,Germany,7.2,,
tt4501454,The Meddler,2015,PG-13,1h 43min,"['Comedy', 'Drama', 'Romance']",3 June 2016,Spain,6.3,,
tt1536044,Paranormal Activity 2,2010,R,1h 31min,['Horror'],22 October 2010,USA,5.6,,
tt3832914,War Room,2015,PG,2h,['Drama'],28 August 2015,USA,6.5,,
tt6110648,The Purge,,TV-MA,42min,"['Action', 'Drama', 'Horror']",TV Series,2018–2019,6.4,,
tt1922777,Sinister,2012,R,1h 50min,"['Horror', 'Mystery', 'Thriller']",12 October 2012,USA,6.8,,
tt6499752,Upgrade,2018,R,1h 40min,"['Action', 'Sci-Fi', 'Thriller']",1 June 2018,USA,7.5,,
tt2209418,Before Midnight,2013,R,1h 49min,"['Drama', 'Romance']",14 June 2013,USA,7.9,,
tt5114154,The Keeping Hours,2017,PG-13,1h 31min,"['Drama', 'Fantasy', 'Horror']",24 July 2018,USA,6.3,,
tt4972062,Don't Think Twice,2016,R,1h 32min,"['Comedy', 'Drama']",22 July 2016,USA,6.7,,
tt4034354,Swiss Army Man,2016,R,1h 37min,"['Comedy', 'Drama', 'Fantasy']",1 July 2016,USA,7.0,,
tt2347569,Frances Ha,2012,R,1h 26min,"['Comedy', 'Drama', 'Romance']",20 June 2013,Netherlands,7.5,,
tt0878835,Please Give,2010,R,1h 27min,"['Comedy', 'Drama']",18 June 2010,USA,6.6,,
tt0082111,Buddy Buddy,1981,R,1h 36min,['Comedy'],11 December 1981,USA,6.6,,
tt1462054,Letters to God,2010,PG,1h 50min,"['Drama', 'Family']",9 April 2010,USA,6.3,,
tt3099498,Tusk,2014,R,1h 42min,"['Comedy', 'Drama', 'Horror']",19 September 2014,USA,5.3,,
m0000206,,,,,,,,,,
tt1667307,Damsels in Distress,2011,PG-13,1h 39min,"['Comedy', 'Drama', 'Romance']",26 April 2012,New Zealand,5.7,,
tt1640459,Hobo with a Shotgun,2011,Not Rated,1h 26min,"['Action', 'Comedy', 'Horror']",12 May 2011,Netherlands,6.1,,
tt2690138,The D Train,2015,R,1h 41min,"['Comedy', 'Drama']",8 May 2015,USA,5.0,,
tt1920849,Bachelorette,2012,R,1h 27min,"['Comedy', 'Romance']",6 September 2012,Russia,5.3,,
tt1232776,Fish Tank,2009,Not Rated,2h 3min,['Drama'],11 September 2009,UK,7.3,,
tt0088961,Creature,1985,R,1h 37min,"['Horror', 'Sci-Fi']",19 March 1986,France,4.3,,
tt3253232,The Bounce Back,2016,PG-13,1h 44min,"['Comedy', 'Romance']",9 December 2016,USA,5.1,,
tt1148200,Chain Letter,2009,R,1h 36min,['Horror'],11 November 2010,Russia,4.1,,
tt1855401,Tim and Eric's Billion Dollar Movie,2012,R,1h 33min,['Comedy'],27 January 2012,USA,5.4,,
tt1346961,The Eclipse,2009,R,1h 28min,"['Drama', 'Horror', 'Romance']",15 April 2010,Australia,6.1,,
tt1282046,Fort McCoy,2011,R,1h 40min,"['Drama', 'History', 'War']",15 August 2014,USA,5.9,,
tt0443465,Before We Go,2014,PG-13,1h 35min,"['Comedy', 'Drama', 'Romance']",21 July 2015,USA,6.8,,
tt1535616,The Divide,2011,R,1h 52min,"['Drama', 'Horror', 'Sci-Fi']",20 April 2012,UK,5.8,,
tt1151410,Tanner Hall,2009,R,1h 36min,"['Drama', 'Romance']",15 January 2015,Sweden,5.8,,
tt1152822,Freakonomics,2010,PG-13,1h 25min,['Documentary'],3 September 2010,USA,6.4,,
tt1509803,Griff the Invisible,2010,PG-13,1h 30min,"['Comedy', 'Drama', 'Romance']",March 2011,Australia,6.1,,
tt6512428,Indivisible,2018,PG-13,1h 59min,"['Drama', 'War']",26 October 2018,USA,5.7,,
tt2718492,Ida,2013,PG-13,1h 22min,['Drama'],25 October 2013,Poland,7.4,,
tt2243537,A Haunted House,2013,R,1h 26min,"['Comedy', 'Fantasy', 'Horror']",11 January 2013,USA,5.0,,
tt2247692,2016: Obama's America,2012,PG,1h 27min,['Documentary'],24 August 2012,USA,5.0,,
tt2609912,Kevin Hart: Let Me Explain,2013,R,1h 15min,"['Documentary', 'Comedy']",3 July 2013,USA,6.8,,
tt1714206,The Spectacular Now,2013,R,1h 35min,"['Comedy', 'Drama', 'Romance']",13 September 2013,USA,7.1,,
tt4698684,Hunt for the Wilderpeople,2016,PG-13,1h 41min,"['Adventure', 'Comedy', 'Drama']",1 July 2016,USA,7.9,,
tt0090837,Chopping Mall,1986,R,1h 17min,"['Comedy', 'Horror', 'Sci-Fi']",21 March 1986,USA,5.6,,
tt1390539,The Lost Medallion: The Adventures of Billy Stone,2013,PG,1h 37min,"['Adventure', 'Family', 'Fantasy']",3 October 2013,Argentina,4.8,,
tt1512235,Super,2010,R,1h 36min,"['Action', 'Comedy', 'Drama']",10 June 2011,Iceland,6.7,,
tt0472200,Valley of the Heart's Delight,2006,PG-13,1h 40min,['Drama'],24 April 2006,USA,5.6,,
tt1484522,8: The Mormon Proposition,2010,R,1h 20min,['Documentary'],24 January 2010,USA,7.0,,
tt0364725,Dodgeball,2004,PG-13,1h 32min,"['Comedy', 'Sport']",18 June 2004,USA,6.7,,
tt1307926,Go for It!,2011,PG-13,1h 45min,"['Drama', 'Musical']",13 May 2011,USA,3.8,,
tt4056738,Do You Believe?,2015,PG-13,2h,['Drama'],20 March 2015,USA,6.1,,
tt4686698,Frontier,,TV-MA,1h,"['Adventure', 'Drama', 'History']",TV Series,2016–2018,7.2,,
tt5717194,Disturbing the Peace,2020,R,1h 31min,"['Action', 'Adventure', 'Thriller']",17 January 2020,USA,3.1,,
tt2460506,Mi America,2015,R,1h 30min,"['Crime', 'Drama']",16 October 2015,USA,6.4,,
tt1630036,Courageous,2011,PG-13,2h 9min,"['Drama', 'Fantasy']",30 September 2011,USA,7.0,,
tt3235888,It Follows,2014,R,1h 40min,"['Horror', 'Mystery', 'Thriller']",13 March 2015,USA,6.8,,
tt7014006,Eighth Grade,2018,R,1h 33min,"['Comedy', 'Drama']",3 August 2018,USA,7.4,,
tt1767382,Silent House,2011,R,1h 26min,"['Drama', 'Horror', 'Mystery']",9 March 2012,USA,5.2,,
tt3072482,Hardcore Henry,2015,R,1h 36min,"['Action', 'Adventure', 'Sci-Fi']",8 April 2016,USA,6.7,,
tt1399683,Winter's Bone,2010,R,1h 40min,"['Drama', 'Mystery']",16 July 2010,USA,7.2,,
tt4003774,Meet the Mormons,2014,PG,1h 18min,['Documentary'],26 February 2015,Mexico,6.9,,
tt5649144,The Florida Project,2017,R,1h 51min,['Drama'],10 November 2017,UK,7.6,,
tt0163924,All Saints,,1h,Drama,['TV Series (1998–2009)'],1h,Drama,TV Series (1998–2009),7.0,
tt1645089,Inside Job,2010,PG-13,1h 49min,"['Documentary', 'Crime']",12 November 2010,USA,8.2,,
tt3787590,We Are Your Friends,2015,R,1h 36min,"['Drama', 'Music', 'Romance']",28 August 2015,USA,6.2,,
tt3268668,Captive,2015,PG-13,1h 37min,"['Action', 'Crime', 'Drama']",18 September 2015,USA,5.4,,
tt7158430,Hearts Beat Loud,2018,PG-13,1h 37min,"['Comedy', 'Drama', 'Music']",15 June 2018,USA,6.9,,
tt4902904,The Resurrection of Gavin Stone,2016,PG,1h 31min,"['Comedy', 'Drama', 'Family']",20 January 2017,USA,6.2,,
tt3172532,The Diary of a Teenage Girl,2015,R,1h 42min,"['Comedy', 'Drama', 'Romance']",28 August 2015,USA,6.9,,
tt2692904,Locke,2013,R,1h 25min,['Drama'],18 April 2014,UK,7.1,,
tt1518812,Meek's Cutoff,2010,PG,1h 44min,"['Drama', 'Western']",15 April 2011,UK,6.5,,
tt2321549,The Babadook,2014,Not Rated,1h 34min,"['Drama', 'Horror']",28 November 2014,USA,6.8,,
tt1695994,The Virginity Hit,2010,R,1h 26min,['Comedy'],24 September 2010,USA,4.6,,
tt2474024,The Last Five Years,2014,PG-13,1h 34min,"['Comedy', 'Drama', 'Musical']",12 February 2015,Australia,5.9,,
tt1276105,Saint John of Las Vegas,2009,R,1h 25min,"['Comedy', 'Drama']",10 June 2009,USA,5.7,,
tt10724452,Pump,,Comedy,TV Series (2020– ),Comedy,TV Series (2020– ),6.8,,,
tt1105355,Growing Up Smith,2015,PG-13,1h 42min,"['Comedy', 'Drama', 'Family']",3 February 2017,USA,6.8,,
tt1763303,The First Time,2012,PG-13,1h 35min,"['Comedy', 'Drama', 'Romance']",7 February 2013,Russia,6.8,,
tt3118452,Circle,2015,Not Rated,1h 27min,"['Drama', 'Horror', 'Mystery']",16 October 2015,USA,6.0,,
tt0783532,Gangster's Paradise: Jerusalema,2008,R,1h 59min,"['Action', 'Crime', 'Drama']",29 August 2008,South Africa,7.3,,
tt2226519,Plush,2013,R,1h 39min,"['Drama', 'Music', 'Romance']",15 October 2013,USA,5.3,,
tt1754633,The Ghastly Love of Johnny X,2012,Not Rated,1h 46min,"['Comedy', 'Fantasy', 'Musical']",3 March 2012,USA,5.6,,
tt1462758,Buried,2010,R,1h 35min,"['Drama', 'Mystery', 'Thriller']",15 October 2010,USA,7.0,,
tt1266029,Nowhere Boy,2009,R,1h 38min,"['Biography', 'Drama', 'Music']",25 December 2009,UK,7.1,,
tt0111901,Brotherly Love,,30min,Comedy,['TV Series (1995–1997)'],30min,Comedy,TV Series (1995–1997),7.3,
tt1440292,Submarine,2010,R,1h 37min,"['Comedy', 'Drama', 'Romance']",18 March 2011,UK,7.3,,
tt4995790,The Square,2017,R,2h 31min,"['Comedy', 'Drama']",25 August 2017,Sweden,7.2,,
tt2321163,ABCD (Any Body Can Dance),2013,Not Rated,2h 40min,"['Drama', 'Music']",8 February 2013,India,6.3,,
tt1320244,The Last Exorcism,2010,PG-13,1h 27min,"['Horror', 'Mystery', 'Thriller']",27 August 2010,USA,5.6,,
tt2125435,Beasts of the Southern Wild,2012,PG-13,1h 33min,"['Adventure', 'Drama', 'Fantasy']",5 July 2012,Russia,7.3,,
tt0199421,Higher Ground,,1h,"Drama, 
Family",['TV Series (2000– )'],1h,"Drama, 
Family",TV Series (2000– ),8.2,
tt1743720,The Greatest Movie Ever Sold,2011,PG-13,1h 30min,"['Documentary', 'Comedy']",24 August 2011,Iceland,6.6,,
tt1242432,I Spit on Your Grave,2010,R,1h 48min,"['Horror', 'Thriller']",20 January 2011,Argentina,6.3,,
tt2350496,The Lunchbox,2013,PG,1h 44min,"['Drama', 'Romance']",20 September 2013,India,7.8,,
tt2349460,Grace Unplugged,2013,PG,1h 42min,"['Drama', 'Music']",1 September 2014,Portugal,6.1,,
tt3808342,Son of Saul,2015,R,1h 47min,"['Drama', 'War']",11 June 2015,Hungary,7.5,,
tt1289419,N-Secure,2010,R,1h 45min,"['Crime', 'Drama', 'Thriller']",15 October 2010,USA,3.4,,
tt2140619,Two Night Stand,2014,R,1h 26min,"['Comedy', 'Romance']",26 September 2014,USA,6.4,,
tt1591095,Insidious,2010,PG-13,1h 43min,"['Horror', 'Mystery', 'Thriller']",1 April 2011,USA,6.8,,
tt4975722,Moonlight,2016,R,1h 51min,['Drama'],18 November 2016,USA,7.4,,
tt7153766,Unsane,2018,R,1h 38min,"['Drama', 'Horror', 'Mystery']",23 March 2018,USA,6.4,,
tt1758795,The To Do List,2013,R,1h 44min,"['Comedy', 'Romance']",26 July 2013,USA,5.8,,
tt2309788,The Gatekeepers,2012,PG-13,1h 41min,"['Documentary', 'History', 'War']",14 March 2013,Singapore,7.6,,
tt4950110,I'm Not Ashamed,2016,PG-13,1h 52min,"['Biography', 'Drama']",2 March 2018,Poland,5.9,,
tt1731697,The Lords of Salem,2012,R,1h 41min,"['Horror', 'Thriller']",18 April 2013,Russia,5.1,,
tt3835080,31,2016,R,1h 42min,"['Horror', 'Thriller']",16 September 2016,USA,5.1,,
tt3139764,Unsullied,2014,R,1h 33min,"['Action', 'Horror', 'Thriller']",28 August 2015,USA,4.3,,
tt1450328,Mooz-Lum,2010,PG-13,1h 39min,"['Drama', 'Family']",22 September 2011,Kuwait,6.8,,
m0738042,,,,,,,,,,
tt1379177,The Disappearance of Alice Creed,2009,R,1h 40min,"['Crime', 'Thriller']",30 April 2010,UK,6.7,,
tt3110770,Road Hard,2015,Not Rated,1h 38min,['Comedy'],6 March 2015,USA,6.1,,
tt2265431,Me You and Five Bucks,2016,Not Rated,1h 33min,"['Comedy', 'Drama', 'Romance']",7 July 2016,USA,5.3,,
tt5311542,Never Look Away,2018,R,3h 9min,"['Biography', 'Drama', 'Romance']",3 October 2018,Germany,7.7,,
tt5952594,The Mustang,2019,R,1h 36min,['Drama'],19 June 2019,France,6.9,,
tt3230082,The Blue Room,2014,R,1h 16min,"['Crime', 'Romance', 'Thriller']",17 May 2014,France,6.3,,
tt1480658,Eddie: The Sleepwalking Cannibal,2012,Not Rated,1h 30min,"['Comedy', 'Horror']",5 April 2013,USA,5.7,,
tt0112173,Space: Above and Beyond,,1h,"Action, 
Adventure, 
Drama",['TV Series (1995–1996)'],1h,"Action, 
Adventure, 
Drama",TV Series (1995–1996),7.7,
tt2414046,The Amazing Catfish,2013,Not Rated,1h 29min,"['Comedy', 'Drama']",4 April 2014,Mexico,7.0,,
tt5707802,Dear White People,,TV-MA,30min,"['Comedy', 'Drama']",TV Series,2017– ,6.3,,
tt1869425,Filly Brown,2012,R,1h 20min,"['Drama', 'Music']",19 April 2013,USA,5.7,,
tt2051894,Home Run,2013,PG-13,1h 53min,"['Drama', 'Sport']",19 April 2013,USA,5.9,,
tt1758575,Blue Like Jazz,2012,PG-13,1h 48min,"['Comedy', 'Drama']",13 March 2012,USA,5.9,,
tt3742378,The Second Mother,2015,R,1h 52min,"['Comedy', 'Drama']",28 August 2015,USA,7.8,,
tt2035599,"Pink Ribbons, Inc.",2011,Not Rated,1h 37min,['Documentary'],21 April 2012,USA,7.2,,
tt0056875,Blood Feast,1963,Not Rated,1h 7min,['Horror'],6 July 1963,USA,5.1,,
tt0976025,Certifiably Jonathan,2007,Not Rated,1h 25min,"['Documentary', 'Comedy']",11 February 2011,USA,6.1,,
tt1349485,La navaja de Don Juan,2013,Not Rated,1h 39min,"['Comedy', 'Drama']",24 September 2015,Peru,7.1,,
