,0,1,2,3,4,5,6,7,8,9
tt1308729,Bullet to the Head,2012,R,1h 32min,"['Action', 'Crime', 'Thriller']",1 February 2013,USA,5.7,,
tt1355683,Black Mass,2015,R,2h 3min,"['Biography', 'Crime', 'Drama']",18 September 2015,USA,6.9,,
tt1790885,Zero Dark Thirty,2012,R,2h 37min,"['Drama', 'History', 'Thriller']",11 January 2013,USA,7.4,,
tt0817230,Valentine's Day,2010,PG-13,2h 5min,"['Comedy', 'Romance']",12 February 2010,USA,5.7,,
tt1488555,The Change-Up,2011,R,1h 52min,"['Comedy', 'Fantasy']",5 August 2011,USA,6.3,,
tt1179034,From Paris with Love,2010,R,1h 32min,"['Action', 'Crime', 'Thriller']",5 February 2010,USA,6.5,,
tt4244998,Alpha,2018,PG-13,1h 36min,"['Action', 'Adventure', 'Drama']",17 August 2018,USA,6.7,,
tt1385826,The Adjustment Bureau,2011,PG-13,1h 46min,"['Romance', 'Sci-Fi', 'Thriller']",4 March 2011,USA,7.0,,
m0290556,,,,,,,,,,
tt2294449,22 Jump Street,2014,R,1h 52min,"['Action', 'Comedy', 'Crime']",13 June 2014,USA,7.0,,
tt1489889,Central Intelligence,2016,PG-13,1h 47min,"['Action', 'Comedy', 'Crime']",17 June 2016,USA,6.3,,
tt1229340,Anchorman 2: The Legend Continues,2013,PG-13,1h 59min,['Comedy'],18 December 2013,USA,6.3,,
tt1650062,Super 8,2011,PG-13,1h 52min,"['Mystery', 'Sci-Fi', 'Thriller']",10 June 2011,USA,7.0,,
tt6343314,Creed II,2018,PG-13,2h 10min,"['Drama', 'Sport']",21 November 2018,USA,7.1,,
tt5117670,Peter Rabbit,2018,PG,1h 35min,"['Adventure', 'Comedy', 'Family']",9 February 2018,USA,6.6,,
tt7959026,The Mule,2018,R,1h 56min,"['Crime', 'Drama', 'Thriller']",14 December 2018,USA,7.0,,
tt2024469,Non-Stop,2014,PG-13,1h 46min,"['Action', 'Mystery', 'Thriller']",28 February 2014,USA,6.9,,
tt3070498,Disney 'Planes',,Family,Episode aired 1 June 2013,Family,Episode aired 1 June 2013,,,,
tt4877122,The Emoji Movie,2017,PG,1h 26min,"['Animation', 'Adventure', 'Comedy']",28 July 2017,USA,3.3,,
tt1570728,"Crazy, Stupid, Love",2011,PG-13,1h 58min,"['Comedy', 'Drama', 'Romance']",29 July 2011,USA,7.4,,
tt6294822,The Post,2017,PG-13,1h 56min,"['Drama', 'Thriller']",12 January 2018,USA,7.2,,
tt1389137,We Bought a Zoo,2011,PG,2h 4min,"['Comedy', 'Drama', 'Family']",23 December 2011,USA,7.1,,
tt1210166,Moneyball,2011,PG-13,2h 13min,"['Biography', 'Drama', 'Sport']",23 September 2011,USA,7.6,,
tt2980706,Planes: Fire & Rescue,2014,PG,1h 23min,"['Animation', 'Adventure', 'Comedy']",18 July 2014,USA,6.0,,
tt1605630,American Reunion,2012,R,1h 53min,['Comedy'],6 April 2012,USA,6.7,,
tt5421212,Hänsel,2015,12min,"Short, 
Drama, 
Family",['20 September 2015 (Germany)'],12min,"Short, 
Drama, 
Family",20 September 2015 (Germany),,
tt1464540,I Am Number Four,2011,PG-13,1h 51min,"['Action', 'Adventure', 'Sci-Fi']",18 February 2011,USA,6.1,,
tt4172430,13 Hours,2016,R,2h 24min,"['Action', 'Drama', 'War']",15 January 2016,USA,7.3,,
tt3532216,American Made,2017,R,1h 55min,"['Action', 'Biography', 'Comedy']",29 September 2017,USA,7.2,,
tt2262227,The Book of Life,2014,PG,1h 35min,"['Animation', 'Adventure', 'Comedy']",17 October 2014,USA,7.3,,
tt2106361,Into the Storm,2014,PG-13,1h 29min,"['Action', 'Adventure', 'Drama']",8 August 2014,USA,5.8,,
tt1872194,The Judge,2014,R,2h 21min,"['Crime', 'Drama']",10 October 2014,USA,7.4,,
tt2005151,War Dogs,2016,R,1h 54min,"['Biography', 'Comedy', 'Crime']",19 August 2016,USA,7.1,,
tt3799694,The Nice Guys,2016,R,1h 56min,"['Action', 'Comedy', 'Crime']",20 May 2016,USA,7.4,,
tt1392197,Marmaduke,2010,PG,1h 27min,"['Comedy', 'Family']",4 June 2010,USA,4.3,,
tt1212419,Hereafter,2010,PG-13,2h 9min,"['Drama', 'Fantasy', 'Romance']",22 October 2010,USA,6.4,,
tt1608290,Zoolander 2,2016,PG-13,1h 41min,"['Action', 'Adventure', 'Comedy']",12 February 2016,USA,4.7,,
tt0468492,The Host,2006,R,2h,"['Action', 'Drama', 'Horror']",30 March 2007,USA,7.1,,
tt2199571,Run All Night,2015,R,1h 54min,"['Action', 'Crime', 'Drama']",13 March 2015,USA,6.6,,
tt2274648,Hellboy,2019,R,2h,"['Action', 'Adventure', 'Fantasy']",12 April 2019,USA,5.2,,
tt1240982,Your Highness,2011,R,1h 42min,"['Adventure', 'Comedy', 'Fantasy']",8 April 2011,USA,5.5,,
tt3774114,Snowden,2016,R,2h 14min,"['Biography', 'Crime', 'Drama']",16 September 2016,USA,7.3,,
tt1462041,Dream House,2011,PG-13,1h 24min,"['Drama', 'Mystery', 'Thriller']",30 September 2011,USA,6.0,,
tt1124037,Free State of Jones,2016,R,2h 19min,"['Action', 'Biography', 'Drama']",24 June 2016,USA,6.9,,
tt1559547,Beautiful Creatures,2013,PG-13,2h 4min,"['Drama', 'Fantasy', 'Romance']",14 February 2013,USA,6.1,,
tt1502404,Drive Angry,2011,R,1h 44min,"['Action', 'Fantasy', 'Thriller']",25 February 2011,USA,5.4,,
tt4701724,Early Man,2018,PG,1h 29min,"['Animation', 'Adventure', 'Comedy']",16 February 2018,USA,6.1,,
tt1014763,Child 44,2015,R,2h 17min,"['Crime', 'Drama', 'History']",17 April 2015,UK,6.5,,
tt1374992,Upside Down,2012,PG-13,1h 49min,"['Drama', 'Fantasy', 'Romance']",1 May 2013,France,6.4,,
tt1092634,Shanghai,2010,R,1h 45min,"['Crime', 'Drama', 'Mystery']",2 October 2015,USA,6.4,,
tt1823672,Chappie,2015,R,2h,"['Action', 'Crime', 'Drama']",6 March 2015,USA,6.8,,
tt1781769,Anna Karenina,2012,R,2h 9min,"['Drama', 'Romance']",7 September 2012,UK,6.6,,
tt2446042,Taken 3,2014,PG-13,1h 48min,"['Action', 'Thriller']",9 January 2015,USA,6.0,,
tt7401588,Instant Family,2018,PG-13,1h 58min,"['Comedy', 'Drama']",16 November 2018,USA,7.3,,
tt0808510,Tooth Fairy,2010,PG,1h 41min,"['Comedy', 'Family', 'Fantasy']",22 January 2010,USA,5.0,,
tt1355631,The Infiltrator,2016,R,2h 7min,"['Biography', 'Crime', 'Drama']",13 July 2016,USA,7.0,,
tt2543164,Arrival,2016,PG-13,1h 56min,"['Drama', 'Mystery', 'Sci-Fi']",11 November 2016,USA,7.9,,
tt1075747,Jonah Hex,2010,PG-13,1h 21min,"['Action', 'Drama', 'Fantasy']",18 June 2010,USA,4.7,,
tt0490215,Silence,2016,R,2h 41min,"['Drama', 'History']",13 January 2017,USA,7.2,,
tt0485947,Mr. Nobody,2009,R,2h 21min,"['Drama', 'Fantasy', 'Romance']",26 September 2013,USA,7.8,,
tt1392214,Prisoners,2013,R,2h 33min,"['Crime', 'Drama', 'Mystery']",20 September 2013,USA,8.1,,
tt0940656,Arthur 3: la guerre des deux mondes,2010,PG,1h 41min,"['Animation', 'Adventure', 'Family']",13 October 2010,France,5.5,,
tt1397280,Taken 2,2012,PG-13,1h 32min,"['Action', 'Thriller']",5 October 2012,USA,6.3,,
tt4765284,Pitch Perfect 3,2017,PG-13,1h 33min,"['Comedy', 'Music']",22 December 2017,USA,5.8,,
m0000568,,,,,,,,,,
tt3631112,The Girl on the Train,2016,R,1h 52min,"['Crime', 'Drama', 'Mystery']",7 October 2016,USA,6.5,,
tt1038919,The Bounty Hunter,2010,PG-13,1h 50min,"['Action', 'Comedy', 'Romance']",19 March 2010,USA,5.6,,
tt1711525,Office Christmas Party,2016,R,1h 45min,['Comedy'],9 December 2016,USA,5.8,,
tt1615065,Savages,2012,R,2h 11min,"['Crime', 'Drama', 'Thriller']",6 July 2012,USA,6.5,,
tt1086772,Blended,2014,PG-13,1h 57min,"['Comedy', 'Romance']",23 May 2014,USA,6.5,,
tt1666185,All Eyez on Me,2017,R,2h 19min,"['Biography', 'Drama', 'Music']",16 June 2017,USA,5.8,,
tt1946502,UglyDolls,2019,PG,1h 27min,"['Animation', 'Adventure', 'Comedy']",3 May 2019,USA,4.9,,
tt1139328,The Ghost Writer,2010,PG-13,2h 8min,"['Drama', 'Mystery', 'Thriller']",19 March 2010,USA,7.2,,
tt1343727,Dredd,2012,R,1h 35min,"['Action', 'Crime', 'Sci-Fi']",21 September 2012,USA,7.1,,
tt0376136,The Rum Diary,2011,R,1h 59min,"['Comedy', 'Drama']",28 October 2011,USA,6.2,,
tt3289724,Welcome to Marwen,2018,PG-13,1h 56min,"['Biography', 'Comedy', 'Drama']",21 December 2018,USA,6.2,,
tt1634122,Johnny English Reborn,2011,PG,1h 41min,"['Action', 'Adventure', 'Comedy']",21 October 2011,USA,6.3,,
tt1024648,Argo,2012,R,2h,"['Biography', 'Drama', 'Thriller']",12 October 2012,USA,7.7,,
tt1438254,Charlie St. Cloud,2010,PG-13,1h 39min,"['Drama', 'Fantasy', 'Romance']",30 July 2010,USA,6.4,,
tt2788710,The Interview,2014,R,1h 52min,"['Action', 'Adventure', 'Comedy']",24 December 2014,USA,6.5,,
tt2404463,The Heat,2013,R,1h 57min,"['Action', 'Comedy', 'Crime']",28 June 2013,USA,6.6,,
tt5177088,The Girl in the Spider's Web,2018,R,1h 55min,"['Action', 'Crime', 'Drama']",9 November 2018,USA,6.1,,
tt0472399,The Mechanic,2011,R,1h 33min,"['Action', 'Thriller']",28 January 2011,USA,6.6,,
tt1232829,21 Jump Street,2012,R,1h 49min,"['Action', 'Comedy', 'Crime']",16 March 2012,USA,7.2,,
tt2334871,Snatched,2017,R,1h 30min,"['Action', 'Adventure', 'Comedy']",12 May 2017,USA,4.5,,
tt1648179,Here Comes the Boom,2012,PG,1h 45min,"['Action', 'Comedy', 'Sport']",12 October 2012,USA,6.4,,
tt1486185,Red Riding Hood,2011,PG-13,1h 40min,"['Fantasy', 'Horror', 'Mystery']",11 March 2011,USA,5.5,,
m0396079,,,,,,,,,,
tt1598828,One for the Money,2012,PG-13,1h 31min,"['Action', 'Comedy', 'Crime']",27 January 2012,USA,5.3,,
tt1568338,Man on a Ledge,2012,PG-13,1h 42min,"['Action', 'Adventure', 'Crime']",27 January 2012,USA,6.6,,
tt1032751,The Warrior's Way,2010,R,1h 40min,"['Action', 'Fantasy', 'Western']",3 December 2010,USA,6.3,,
tt1149361,Micmacs à tire-larigot,2009,R,1h 45min,"['Action', 'Comedy', 'Crime']",11 June 2010,USA,7.2,,
tt2066051,Rocketman,2019,R,2h 1min,"['Biography', 'Drama', 'Music']",31 May 2019,USA,7.3,,
tt1053810,The Big Year,2011,PG,1h 40min,['Comedy'],14 October 2011,USA,6.2,,
tt0087538,The Karate Kid,1984,PG,2h 6min,"['Action', 'Drama', 'Family']",22 June 1984,USA,7.2,,
tt2322441,Fifty Shades of Grey,2015,R,2h 5min,"['Drama', 'Romance', 'Thriller']",13 February 2015,USA,4.1,,
tt1800241,American Hustle,2013,R,2h 18min,"['Crime', 'Drama']",20 December 2013,USA,7.2,,
tt6146586,John Wick: Chapter 3 - Parabellum,2019,R,2h 10min,"['Action', 'Crime', 'Thriller']",17 May 2019,USA,7.5,,
tt2872732,Lucy,2014,R,1h 29min,"['Action', 'Sci-Fi', 'Thriller']",25 July 2014,USA,6.4,,
tt1091191,Lone Survivor,2013,R,2h 1min,"['Action', 'Biography', 'Drama']",10 January 2014,USA,7.5,,
tt3065204,The Conjuring 2,2016,R,2h 14min,"['Horror', 'Mystery', 'Thriller']",10 June 2016,USA,7.3,,
tt1285016,The Social Network,2010,PG-13,2h,"['Biography', 'Drama']",1 October 2010,USA,7.7,,
tt4425200,John Wick: Chapter 2,2017,R,2h 2min,"['Action', 'Crime', 'Thriller']",10 February 2017,USA,7.5,,
tt2869728,Ride Along 2,2016,PG-13,1h 42min,"['Action', 'Comedy', 'Crime']",15 January 2016,USA,5.9,,
tt2561572,Get Hard,2015,R,1h 40min,"['Comedy', 'Crime']",27 March 2015,USA,6.0,,
tt2140479,The Accountant,2016,R,2h 8min,"['Action', 'Crime', 'Drama']",14 October 2016,USA,7.3,,
tt2096672,Dumb and Dumber To,2014,PG-13,1h 49min,['Comedy'],14 November 2014,USA,5.6,,
tt2203939,The Other Woman,2014,PG-13,1h 49min,"['Comedy', 'Romance']",25 April 2014,USA,6.0,,
tt2361509,The Intern,2015,PG-13,2h 1min,"['Comedy', 'Drama']",25 September 2015,USA,7.1,,
tt3682448,Bridge of Spies,2015,PG-13,2h 22min,"['Drama', 'History', 'Thriller']",16 October 2015,USA,7.6,,
tt2119543,The House with a Clock in Its Walls,2018,PG,1h 45min,"['Comedy', 'Family', 'Fantasy']",21 September 2018,USA,6.0,,
tt2119532,Hacksaw Ridge,2016,R,2h 19min,"['Biography', 'Drama', 'History']",4 November 2016,USA,8.1,,
tt1401152,Unknown,2011,PG-13,1h 53min,"['Action', 'Mystery', 'Thriller']",18 February 2011,USA,6.8,,
tt1226229,Get Him to the Greek,2010,R,1h 49min,"['Comedy', 'Music']",4 June 2010,USA,6.4,,
tt1189340,The Lincoln Lawyer,2011,R,1h 58min,"['Crime', 'Drama', 'Thriller']",18 March 2011,USA,7.3,,
tt0765446,Escape from Planet Earth,2012,PG,1h 29min,"['Animation', 'Adventure', 'Comedy']",15 February 2013,USA,5.9,,
tt2170439,Horrible Bosses 2,2014,R,1h 48min,"['Comedy', 'Crime']",26 November 2014,USA,6.3,,
tt1424381,Predators,2010,R,1h 47min,"['Action', 'Adventure', 'Sci-Fi']",9 July 2010,USA,6.4,,
tt1462769,The Odd Life of Timothy Green,2012,PG,1h 45min,"['Comedy', 'Drama', 'Family']",15 August 2012,USA,6.6,,
tt1742044,Jersey Boys,2014,R,2h 14min,"['Biography', 'Drama', 'Music']",20 June 2014,USA,6.8,,
tt2557490,A Million Ways to Die in the West,2014,R,1h 56min,"['Comedy', 'Western']",30 May 2014,USA,6.1,,
tt1622979,Final Destination 5,2011,R,1h 32min,"['Horror', 'Thriller']",12 August 2011,USA,5.8,,
tt4218572,Widows,2018,R,2h 9min,"['Crime', 'Drama', 'Thriller']",16 November 2018,USA,6.9,,
tt1956620,Sex Tape,2014,R,1h 34min,"['Comedy', 'Romance']",18 July 2014,USA,5.1,,
tt1262416,Scream 4,2011,R,1h 51min,"['Horror', 'Mystery']",15 April 2011,USA,6.1,,
m0908094,,,,,,,,,,
tt1694020,The Guilt Trip,2012,PG-13,1h 35min,"['Comedy', 'Drama']",19 December 2012,USA,5.7,,
tt1657507,Colombiana,2011,PG-13,1h 48min,"['Action', 'Drama', 'Thriller']",26 August 2011,USA,6.4,,
tt1590193,The Commuter,2018,PG-13,1h 44min,"['Action', 'Mystery', 'Thriller']",12 January 2018,USA,6.3,,
tt0082031,Arthur,1981,PG,1h 37min,"['Comedy', 'Romance']",17 July 1981,USA,6.9,,
tt4572514,Patriots Day,2016,R,2h 13min,"['Action', 'Crime', 'Drama']",13 January 2017,USA,7.4,,
tt0477302,Extremely Loud & Incredibly Close,2011,PG-13,2h 9min,"['Adventure', 'Drama', 'Mystery']",20 January 2012,USA,6.9,,
tt1126618,Morning Glory,2010,PG-13,1h 47min,"['Comedy', 'Drama', 'Romance']",10 November 2010,USA,6.5,,
tt2139881,Long Shot,2019,R,2h 5min,"['Comedy', 'Romance']",3 May 2019,USA,6.8,,
tt1661382,Grudge Match,2013,PG-13,1h 53min,"['Comedy', 'Drama', 'Sport']",25 December 2013,USA,6.4,,
tt3486626,The Nut Job 2: Nutty by Nature,2017,PG,1h 31min,"['Animation', 'Adventure', 'Comedy']",11 August 2017,USA,5.4,,
tt2592614,Resident Evil: The Final Chapter,2016,R,1h 47min,"['Action', 'Horror', 'Sci-Fi']",27 January 2017,USA,5.5,,
tt4481514,The House,2017,R,1h 28min,"['Comedy', 'Crime']",30 June 2017,USA,5.6,,
tt0070379,Mean Streets,1973,R,1h 52min,"['Crime', 'Drama', 'Thriller']",14 October 1973,USA,7.3,,
tt3522806,Mechanic: Resurrection,2016,R,1h 38min,"['Action', 'Adventure', 'Thriller']",26 August 2016,USA,5.7,,
tt1430615,Big Miracle,2012,PG,1h 47min,"['Biography', 'Drama', 'Family']",3 February 2012,USA,6.5,,
tt1649419,The Impossible,2012,PG-13,1h 54min,"['Drama', 'History', 'Thriller']",4 January 2013,USA,7.6,,
tt0763831,A Thousand Words,2012,PG-13,1h 31min,"['Comedy', 'Drama']",9 March 2012,USA,5.9,,
tt2515034,The Gunman,2015,R,1h 55min,"['Action', 'Crime', 'Drama']",20 March 2015,USA,5.8,,
tt0486822,Disturbia,2007,PG-13,1h 45min,"['Crime', 'Drama', 'Mystery']",13 April 2007,USA,6.8,,
tt2631186,Baahubali: The Beginning,2015,Not Rated,2h 39min,"['Action', 'Drama']",9 July 2015,USA,8.1,,
tt5360952,The Hurricane Heist,2018,PG-13,1h 43min,"['Action', 'Adventure', 'Crime']",9 March 2018,USA,5.1,,
tt1976009,Victor Frankenstein,2015,PG-13,1h 50min,"['Drama', 'Horror', 'Sci-Fi']",25 November 2015,USA,6.0,,
tt6156584,Snowpiercer,,TV-MA,1h,"['Action', 'Drama', 'Sci-Fi']",TV Series,2020– ,6.7,,
tt2513074,Billy Lynn's Long Halftime Walk,2016,R,1h 53min,"['Action', 'Drama', 'Sport']",18 November 2016,USA,6.2,,
tt1142977,Frankenweenie,2012,PG,1h 27min,"['Animation', 'Comedy', 'Family']",5 October 2012,USA,6.9,,
tt1462900,The Grandmaster,2013,PG-13,2h 10min,"['Action', 'Biography', 'Drama']",30 August 2013,USA,6.6,,
tt2091256,Captain Underpants: The First Epic Movie,2017,PG,1h 29min,"['Animation', 'Action', 'Comedy']",2 June 2017,USA,6.2,,
tt3450650,Paul Blart: Mall Cop 2,2015,PG,1h 34min,"['Action', 'Comedy', 'Crime']",17 April 2015,USA,4.4,,
tt4501244,Why Him?,2016,R,1h 51min,['Comedy'],23 December 2016,USA,6.2,,
tt1067583,Water for Elephants,2011,PG-13,2h,"['Drama', 'Romance']",22 April 2011,USA,6.9,,
tt1055292,Life as We Know It,2010,PG-13,1h 54min,"['Comedy', 'Drama', 'Romance']",8 October 2010,USA,6.5,,
tt1411250,Riddick,2013,R,1h 59min,"['Action', 'Adventure', 'Sci-Fi']",6 September 2013,USA,6.4,,
tt2304933,The 5th Wave,2016,PG-13,1h 52min,"['Action', 'Adventure', 'Sci-Fi']",22 January 2016,USA,5.2,,
tt1979320,Rush,2013,R,2h 3min,"['Action', 'Biography', 'Drama']",27 September 2013,USA,8.1,,
tt3829920,Only the Brave,2017,PG-13,2h 14min,"['Action', 'Biography', 'Drama']",20 October 2017,USA,7.6,,
tt0084787,The Thing,1982,R,1h 49min,"['Horror', 'Mystery', 'Sci-Fi']",25 June 1982,USA,8.1,,
tt4971344,The Sisters Brothers,2018,R,2h 2min,"['Crime', 'Drama', 'Western']",19 October 2018,USA,7.0,,
tt1987680,The Upside,2017,PG-13,2h 6min,"['Comedy', 'Drama']",11 January 2019,USA,6.9,,
tt1586265,What to Expect When You're Expecting,2012,PG-13,1h 50min,"['Comedy', 'Drama', 'Romance']",18 May 2012,USA,5.7,,
tt1560747,The Master,2012,R,2h 18min,['Drama'],21 September 2012,USA,7.2,,
tt1723121,We're the Millers,2013,R,1h 50min,"['Comedy', 'Crime']",7 August 2013,USA,7.0,,
tt3076658,Creed,2015,PG-13,2h 13min,"['Drama', 'Sport']",25 November 2015,USA,7.6,,
tt0840361,The Town,2010,R,2h 5min,"['Crime', 'Drama', 'Thriller']",17 September 2010,USA,7.5,,
tt1564349,Dolphin Tale,2011,PG,1h 53min,"['Drama', 'Family']",23 September 2011,USA,6.9,,
tt2704998,Game Night,2018,R,1h 40min,"['Action', 'Comedy', 'Crime']",23 February 2018,USA,6.9,,
tt1292566,How to Be Single,2016,R,1h 50min,"['Comedy', 'Drama', 'Romance']",12 February 2016,USA,6.1,,
tt1385867,Cop Out,2010,R,1h 47min,"['Action', 'Comedy', 'Crime']",26 February 2010,USA,5.6,,
tt1161864,The Rite,2011,PG-13,1h 54min,"['Drama', 'Horror', 'Mystery']",28 January 2011,USA,6.0,,
tt1243974,Aloha,2015,PG-13,1h 45min,"['Comedy', 'Drama', 'Romance']",29 May 2015,USA,5.4,,
tt1517451,A Star Is Born,2018,R,2h 16min,"['Drama', 'Music', 'Romance']",5 October 2018,USA,7.7,,
tt2133584,Gnomeo and Juliet,,"Animation, 
Comedy, 
Talk-Show",Episode aired 3 March 2011,"Animation, 
Comedy, 
Talk-Show",Episode aired 3 March 2011,7.1,,,
tt1231587,Hot Tub Time Machine,2010,R,1h 41min,"['Comedy', 'Sci-Fi']",26 March 2010,USA,6.4,,
tt2978462,Dolphin Tale 2,2014,PG,1h 47min,"['Drama', 'Family']",12 September 2014,USA,6.4,,
tt4682786,Collateral Beauty,2016,PG-13,1h 37min,"['Drama', 'Romance']",16 December 2016,USA,6.8,,
tt1316616,There Be Dragons,2011,PG-13,2h 2min,"['Biography', 'Drama', 'War']",25 March 2011,Spain,5.8,,
tt1396484,It,2017,R,2h 15min,['Horror'],8 September 2017,USA,7.3,,
tt1403865,True Grit,2010,PG-13,1h 50min,"['Drama', 'Western']",22 December 2010,USA,7.6,,
tt2024432,Identity Thief,2013,R,1h 51min,"['Comedy', 'Crime', 'Drama']",8 February 2013,USA,5.7,,
tt1499658,Horrible Bosses,2011,R,1h 38min,"['Comedy', 'Crime']",8 July 2011,USA,6.9,,
tt3152624,Trainwreck,2015,R,2h 5min,"['Comedy', 'Drama', 'Romance']",17 July 2015,USA,6.2,,
tt2140373,Saving Mr. Banks,2013,PG-13,2h 5min,"['Biography', 'Comedy', 'Drama']",20 December 2013,USA,7.5,,
tt1758830,This Is 40,2012,R,2h 14min,"['Comedy', 'Romance']",21 December 2012,USA,6.2,,
tt0087800,A Nightmare on Elm Street,1984,TV-14,1h 31min,['Horror'],16 November 1984,USA,7.5,,
tt1028576,Secretariat,2010,PG,2h 3min,"['Biography', 'Drama', 'Family']",8 October 2010,USA,7.2,,
tt1632708,Friends with Benefits,2011,R,1h 49min,"['Comedy', 'Romance']",22 July 2011,USA,6.5,,
tt4438848,Neighbors 2: Sorority Rising,2016,R,1h 32min,['Comedy'],20 May 2016,USA,5.7,,
tt5052474,Sicario: Day of the Soldado,2018,R,2h 2min,"['Action', 'Adventure', 'Crime']",29 June 2018,USA,7.1,,
tt0084516,Poltergeist,1982,PG,1h 54min,"['Horror', 'Thriller']",4 June 1982,USA,7.3,,
tt5664636,Goosebumps 2: Haunted Halloween,2018,PG,1h 30min,"['Adventure', 'Comedy', 'Family']",12 October 2018,USA,5.6,,
tt1413492,12 Strong,2018,R,2h 10min,"['Action', 'Drama', 'History']",19 January 2018,USA,6.6,,
tt0491152,Something Borrowed,2011,PG-13,1h 52min,"['Comedy', 'Drama', 'Romance']",6 May 2011,USA,5.9,,
tt1637688,In Time,2011,PG-13,1h 49min,"['Action', 'Sci-Fi', 'Thriller']",28 October 2011,USA,6.7,,
tt1212436,The Back-up Plan,2010,PG-13,1h 44min,"['Comedy', 'Romance']",23 April 2010,USA,5.4,,
tt1616195,J. Edgar,2011,R,2h 17min,"['Biography', 'Drama', 'Romance']",11 November 2011,USA,6.5,,
tt4560436,Mile 22,2018,R,1h 34min,"['Action', 'Thriller']",17 August 2018,USA,6.1,,
tt2967224,Hot Pursuit,2015,PG-13,1h 27min,"['Action', 'Comedy', 'Crime']",8 May 2015,USA,5.1,,
tt3322364,Concussion,2015,PG-13,2h 3min,"['Biography', 'Drama', 'Sport']",25 December 2015,USA,7.1,,
tt1615160,The Foreigner,2017,R,1h 53min,"['Action', 'Thriller']",13 October 2017,USA,7.0,,
tt6306064,Adrift,2018,PG-13,1h 36min,"['Action', 'Adventure', 'Biography']",1 June 2018,USA,6.6,,
tt3717252,Underworld: Blood Wars,2016,R,1h 31min,"['Action', 'Adventure', 'Fantasy']",6 January 2017,USA,5.8,,
tt1415283,Nanny McPhee Returns,2010,PG,1h 49min,"['Comedy', 'Family', 'Fantasy']",20 August 2010,USA,6.1,,
tt4610748,Devil's Gate,2017,Not Rated,1h 34min,"['Horror', 'Sci-Fi', 'Thriller']",5 January 2018,USA,5.1,,
tt1712170,Alex Cross,2012,PG-13,1h 41min,"['Action', 'Crime', 'Mystery']",19 October 2012,USA,5.1,,
tt1473832,Bridget Jones's Baby,2016,R,2h 3min,"['Comedy', 'Drama', 'Romance']",16 September 2016,USA,6.5,,
tt3553442,Whiskey Tango Foxtrot,2016,R,1h 52min,"['Biography', 'Comedy', 'Drama']",4 March 2016,USA,6.6,,
tt2679042,Hitman: Agent 47,2015,R,1h 36min,"['Action', 'Crime', 'Thriller']",21 August 2015,USA,5.7,,
tt1547234,Premium Rush,2012,PG-13,1h 31min,"['Action', 'Thriller']",24 August 2012,USA,6.5,,
tt1235522,Broken City,2013,R,1h 49min,"['Action', 'Crime', 'Drama']",18 January 2013,USA,6.2,,
tt0492389,Furry Vengeance,2010,PG,1h 32min,"['Comedy', 'Family']",30 April 2010,USA,3.8,,
tt1904996,Parker,2013,R,1h 58min,"['Action', 'Crime', 'Thriller']",25 January 2013,USA,6.2,,
tt0478304,The Tree of Life,2011,PG-13,2h 19min,"['Drama', 'Fantasy']",17 May 2011,France,6.8,,
tt1742334,Sabotage,2014,R,1h 49min,"['Action', 'Crime', 'Drama']",28 March 2014,USA,5.7,,
tt2358925,Unfinished Business,2015,R,1h 31min,"['Comedy', 'Drama']",6 March 2015,USA,5.4,,
tt3488710,The Walk,2015,PG,2h 3min,"['Adventure', 'Biography', 'Drama']",9 October 2015,USA,7.3,,
tt2304771,Mandela: Long Walk to Freedom,2013,PG-13,2h 21min,"['Biography', 'Drama', 'History']",25 December 2013,USA,7.1,,
tt3381008,The Brothers Grimsby,2016,R,1h 23min,"['Action', 'Adventure', 'Comedy']",11 March 2016,USA,6.2,,
tt1758810,The Snowman,2017,R,1h 59min,"['Crime', 'Drama', 'Mystery']",20 October 2017,USA,5.1,,
tt1164999,Biutiful,2010,R,2h 28min,"['Drama', 'Romance']",4 February 2011,USA,7.5,,
tt2980210,A Hologram for the King,2016,R,1h 38min,"['Comedy', 'Drama', 'Romance']",28 April 2016,Germany,6.1,,
tt1656186,Stolen,2012,R,1h 36min,"['Action', 'Crime', 'Thriller']",6 September 2012,United Arab Emirates,5.5,,
tt1674784,Trespass,2011,R,1h 31min,"['Crime', 'Drama', 'Thriller']",21 October 2011,Bulgaria,5.3,,
tt1093357,The Darkest Hour,2011,PG-13,1h 29min,"['Action', 'Adventure', 'Horror']",25 December 2011,USA,4.9,,
tt3890160,Baby Driver,2017,R,1h 53min,"['Action', 'Crime', 'Drama']",28 June 2017,USA,7.6,,
tt1790864,The Maze Runner,2014,PG-13,1h 53min,"['Action', 'Mystery', 'Sci-Fi']",19 September 2014,USA,6.8,,
tt2726560,The Longest Ride,2015,PG-13,2h 3min,"['Drama', 'Romance']",10 April 2015,USA,7.1,,
tt4073790,The Darkest Minds,2018,PG-13,1h 44min,"['Action', 'Adventure', 'Drama']",3 August 2018,USA,5.7,,
tt2823054,Mike and Dave Need Wedding Dates,2016,R,1h 38min,"['Comedy', 'Romance']",8 July 2016,USA,6.0,,
tt1800741,Step Up Revolution,2012,PG-13,1h 39min,"['Drama', 'Music', 'Romance']",27 July 2012,USA,6.4,,
tt1656190,Safe,2012,R,1h 34min,"['Action', 'Crime', 'Thriller']",27 April 2012,USA,6.5,,
